# N0-SQE,   N0-GMV,  N1-SQE,  N1-GMV,  N0-SQE(curl), N0-GMV(curl)
1.80288e-18 1.67449e-18 7.53499e-20 7.41831e-20 1.57882e-18 1.47737e-18
1.79391e-18 1.66614e-18 7.49612e-20 7.37898e-20 1.57194e-18 1.47092e-18
1.78499e-18 1.65784e-18 7.45739e-20 7.33975e-20 1.56511e-18 1.46452e-18
1.77611e-18 1.64959e-18 7.41879e-20 7.30063e-20 1.55831e-18 1.45815e-18
1.76728e-18 1.64138e-18 7.38032e-20 7.26161e-20 1.55156e-18 1.45183e-18
1.75849e-18 1.63322e-18 7.34199e-20 7.22270e-20 1.54486e-18 1.44554e-18
1.74975e-18 1.62510e-18 7.30378e-20 7.18389e-20 1.53819e-18 1.43930e-18
1.74105e-18 1.61703e-18 7.26569e-20 7.14519e-20 1.53157e-18 1.43309e-18
1.73240e-18 1.60900e-18 7.22773e-20 7.10658e-20 1.52499e-18 1.42693e-18
1.72379e-18 1.60101e-18 7.18990e-20 7.06808e-20 1.51845e-18 1.42080e-18
1.71522e-18 1.59307e-18 7.15219e-20 7.02969e-20 1.51195e-18 1.41471e-18
1.70670e-18 1.58517e-18 7.11460e-20 6.99139e-20 1.50549e-18 1.40866e-18
1.69822e-18 1.57731e-18 7.07713e-20 6.95320e-20 1.49907e-18 1.40265e-18
1.68978e-18 1.56949e-18 7.03977e-20 6.91510e-20 1.49269e-18 1.39667e-18
1.68139e-18 1.56172e-18 7.00254e-20 6.87711e-20 1.48635e-18 1.39073e-18
1.67304e-18 1.55399e-18 6.96543e-20 6.83922e-20 1.48005e-18 1.38483e-18
1.66473e-18 1.54630e-18 6.92843e-20 6.80143e-20 1.47379e-18 1.37896e-18
1.65646e-18 1.53865e-18 6.89155e-20 6.76374e-20 1.46756e-18 1.37313e-18
1.64823e-18 1.53104e-18 6.85479e-20 6.72615e-20 1.46138e-18 1.36734e-18
1.64005e-18 1.52348e-18 6.81815e-20 6.68867e-20 1.45523e-18 1.36158e-18
1.63190e-18 1.51595e-18 6.78162e-20 6.65129e-20 1.44912e-18 1.35586e-18
1.62380e-18 1.50846e-18 6.74521e-20 6.61401e-20 1.44305e-18 1.35017e-18
1.61574e-18 1.50102e-18 6.70892e-20 6.57685e-20 1.43701e-18 1.34451e-18
1.60771e-18 1.49361e-18 6.67274e-20 6.53978e-20 1.43101e-18 1.33889e-18
1.59973e-18 1.48624e-18 6.63669e-20 6.50283e-20 1.42505e-18 1.33331e-18
1.59179e-18 1.47892e-18 6.60075e-20 6.46598e-20 1.41912e-18 1.32776e-18
1.58389e-18 1.47163e-18 6.56493e-20 6.42925e-20 1.41323e-18 1.32224e-18
1.57602e-18 1.46438e-18 6.52924e-20 6.39262e-20 1.40737e-18 1.31675e-18
1.56820e-18 1.45717e-18 6.49366e-20 6.35611e-20 1.40155e-18 1.31130e-18
1.56041e-18 1.44999e-18 6.45820e-20 6.31971e-20 1.39576e-18 1.30588e-18
1.55267e-18 1.44286e-18 6.42286e-20 6.28342e-20 1.39001e-18 1.30049e-18
1.54496e-18 1.43576e-18 6.38764e-20 6.24725e-20 1.38429e-18 1.29514e-18
1.53729e-18 1.42870e-18 6.35254e-20 6.21119e-20 1.37860e-18 1.28982e-18
1.52966e-18 1.42168e-18 6.31757e-20 6.17526e-20 1.37295e-18 1.28452e-18
1.52207e-18 1.41470e-18 6.28271e-20 6.13943e-20 1.36733e-18 1.27926e-18
1.51452e-18 1.40775e-18 6.24798e-20 6.10373e-20 1.36175e-18 1.27403e-18
1.50700e-18 1.40084e-18 6.21337e-20 6.06815e-20 1.35620e-18 1.26884e-18
1.49953e-18 1.39397e-18 6.17888e-20 6.03269e-20 1.35068e-18 1.26367e-18
1.49209e-18 1.38713e-18 6.14451e-20 5.99735e-20 1.34519e-18 1.25853e-18
1.48469e-18 1.38033e-18 6.11027e-20 5.96214e-20 1.33973e-18 1.25342e-18
1.47733e-18 1.37357e-18 6.07616e-20 5.92705e-20 1.33431e-18 1.24835e-18
1.47000e-18 1.36684e-18 6.04217e-20 5.89209e-20 1.32891e-18 1.24330e-18
1.46272e-18 1.36015e-18 6.00831e-20 5.85726e-20 1.32355e-18 1.23828e-18
1.45547e-18 1.35349e-18 5.97457e-20 5.82255e-20 1.31822e-18 1.23329e-18
1.44825e-18 1.34687e-18 5.94097e-20 5.78799e-20 1.31292e-18 1.22833e-18
1.44108e-18 1.34029e-18 5.90749e-20 5.75355e-20 1.30765e-18 1.22340e-18
1.43394e-18 1.33374e-18 5.87414e-20 5.71925e-20 1.30241e-18 1.21849e-18
1.42684e-18 1.32723e-18 5.84092e-20 5.68508e-20 1.29720e-18 1.21362e-18
1.41978e-18 1.32075e-18 5.80783e-20 5.65105e-20 1.29202e-18 1.20877e-18
1.41275e-18 1.31431e-18 5.77488e-20 5.61716e-20 1.28687e-18 1.20395e-18
1.40576e-18 1.30790e-18 5.74205e-20 5.58341e-20 1.28175e-18 1.19916e-18
1.39881e-18 1.30153e-18 5.70936e-20 5.54980e-20 1.27666e-18 1.19439e-18
1.39190e-18 1.29519e-18 5.67680e-20 5.51633e-20 1.27160e-18 1.18966e-18
1.38502e-18 1.28888e-18 5.64438e-20 5.48301e-20 1.26656e-18 1.18495e-18
1.37818e-18 1.28261e-18 5.61209e-20 5.44983e-20 1.26155e-18 1.18026e-18
1.37137e-18 1.27638e-18 5.57994e-20 5.41679e-20 1.25658e-18 1.17560e-18
1.36460e-18 1.27018e-18 5.54792e-20 5.38391e-20 1.25163e-18 1.17097e-18
1.35787e-18 1.26401e-18 5.51604e-20 5.35117e-20 1.24670e-18 1.16637e-18
1.35117e-18 1.25788e-18 5.48430e-20 5.31858e-20 1.24181e-18 1.16179e-18
1.34451e-18 1.25178e-18 5.45269e-20 5.28614e-20 1.23694e-18 1.15724e-18
1.33789e-18 1.24571e-18 5.42123e-20 5.25386e-20 1.23210e-18 1.15271e-18
1.33131e-18 1.23968e-18 5.38991e-20 5.22173e-20 1.22728e-18 1.14821e-18
1.32475e-18 1.23369e-18 5.35872e-20 5.18975e-20 1.22250e-18 1.14373e-18
1.31824e-18 1.22772e-18 5.32768e-20 5.15793e-20 1.21774e-18 1.13928e-18
1.31176e-18 1.22179e-18 5.29678e-20 5.12627e-20 1.21300e-18 1.13485e-18
1.30532e-18 1.21589e-18 5.26603e-20 5.09477e-20 1.20829e-18 1.13044e-18
1.29891e-18 1.21003e-18 5.23541e-20 5.06342e-20 1.20361e-18 1.12607e-18
1.29254e-18 1.20420e-18 5.20495e-20 5.03224e-20 1.19895e-18 1.12171e-18
1.28621e-18 1.19840e-18 5.17463e-20 5.00122e-20 1.19432e-18 1.11738e-18
1.27991e-18 1.19263e-18 5.14445e-20 4.97037e-20 1.18972e-18 1.11308e-18
1.27365e-18 1.18690e-18 5.11442e-20 4.93968e-20 1.18514e-18 1.10879e-18
1.26742e-18 1.18120e-18 5.08454e-20 4.90915e-20 1.18058e-18 1.10453e-18
1.26123e-18 1.17553e-18 5.05481e-20 4.87879e-20 1.17605e-18 1.10030e-18
1.25508e-18 1.16989e-18 5.02522e-20 4.84860e-20 1.17154e-18 1.09608e-18
1.24896e-18 1.16429e-18 4.99579e-20 4.81858e-20 1.16706e-18 1.09189e-18
1.24287e-18 1.15872e-18 4.96650e-20 4.78872e-20 1.16260e-18 1.08773e-18
1.23682e-18 1.15318e-18 4.93736e-20 4.75904e-20 1.15817e-18 1.08358e-18
1.23081e-18 1.14767e-18 4.90838e-20 4.72952e-20 1.15376e-18 1.07946e-18
1.22483e-18 1.14220e-18 4.87954e-20 4.70018e-20 1.14937e-18 1.07536e-18
1.21889e-18 1.13676e-18 4.85086e-20 4.67101e-20 1.14501e-18 1.07129e-18
1.21298e-18 1.13134e-18 4.82233e-20 4.64201e-20 1.14067e-18 1.06723e-18
1.20711e-18 1.12596e-18 4.79396e-20 4.61319e-20 1.13635e-18 1.06320e-18
1.20127e-18 1.12062e-18 4.76574e-20 4.58454e-20 1.13206e-18 1.05919e-18
1.19547e-18 1.11530e-18 4.73767e-20 4.55607e-20 1.12779e-18 1.05520e-18
1.18970e-18 1.11002e-18 4.70976e-20 4.52778e-20 1.12354e-18 1.05123e-18
1.18397e-18 1.10476e-18 4.68201e-20 4.49966e-20 1.11932e-18 1.04728e-18
1.17827e-18 1.09954e-18 4.65441e-20 4.47173e-20 1.11512e-18 1.04335e-18
1.17261e-18 1.09435e-18 4.62696e-20 4.44397e-20 1.11094e-18 1.03945e-18
1.16698e-18 1.08919e-18 4.59968e-20 4.41640e-20 1.10678e-18 1.03556e-18
1.16138e-18 1.08406e-18 4.57255e-20 4.38900e-20 1.10264e-18 1.03170e-18
1.15582e-18 1.07896e-18 4.54558e-20 4.36179e-20 1.09853e-18 1.02786e-18
1.15030e-18 1.07389e-18 4.51877e-20 4.33476e-20 1.09443e-18 1.02404e-18
1.14481e-18 1.06885e-18 4.49212e-20 4.30791e-20 1.09036e-18 1.02023e-18
1.13935e-18 1.06385e-18 4.46563e-20 4.28124e-20 1.08631e-18 1.01645e-18
1.13393e-18 1.05887e-18 4.43929e-20 4.25476e-20 1.08229e-18 1.01269e-18
1.12854e-18 1.05392e-18 4.41312e-20 4.22845e-20 1.07828e-18 1.00895e-18
1.12319e-18 1.04901e-18 4.38711e-20 4.20234e-20 1.07429e-18 1.00522e-18
1.11787e-18 1.04412e-18 4.36125e-20 4.17640e-20 1.07033e-18 1.00152e-18
1.11258e-18 1.03926e-18 4.33556e-20 4.15066e-20 1.06638e-18 9.97836e-19
1.10733e-18 1.03444e-18 4.31003e-20 4.12509e-20 1.06246e-18 9.94172e-19
1.10211e-18 1.02964e-18 4.28467e-20 4.09972e-20 1.05855e-18 9.90527e-19
1.09692e-18 1.02488e-18 4.25946e-20 4.07453e-20 1.05467e-18 9.86901e-19
1.09177e-18 1.02014e-18 4.23442e-20 4.04953e-20 1.05081e-18 9.83293e-19
1.08665e-18 1.01543e-18 4.20955e-20 4.02472e-20 1.04696e-18 9.79705e-19
1.08156e-18 1.01075e-18 4.18484e-20 4.00010e-20 1.04314e-18 9.76135e-19
1.07651e-18 1.00610e-18 4.16029e-20 3.97566e-20 1.03934e-18 9.72584e-19
1.07149e-18 1.00148e-18 4.13591e-20 3.95142e-20 1.03555e-18 9.69052e-19
1.06650e-18 9.96893e-19 4.11170e-20 3.92737e-20 1.03179e-18 9.65537e-19
1.06155e-18 9.92331e-19 4.08765e-20 3.90350e-20 1.02804e-18 9.62041e-19
1.05663e-18 9.87798e-19 4.06377e-20 3.87983e-20 1.02432e-18 9.58563e-19
1.05174e-18 9.83294e-19 4.04006e-20 3.85635e-20 1.02061e-18 9.55103e-19
1.04688e-18 9.78819e-19 4.01652e-20 3.83306e-20 1.01692e-18 9.51661e-19
1.04205e-18 9.74372e-19 3.99314e-20 3.80996e-20 1.01326e-18 9.48236e-19
1.03726e-18 9.69953e-19 3.96993e-20 3.78705e-20 1.00961e-18 9.44829e-19
1.03250e-18 9.65562e-19 3.94688e-20 3.76433e-20 1.00597e-18 9.41440e-19
1.02777e-18 9.61200e-19 3.92401e-20 3.74180e-20 1.00236e-18 9.38068e-19
1.02308e-18 9.56866e-19 3.90130e-20 3.71946e-20 9.98767e-19 9.34713e-19
1.01841e-18 9.52560e-19 3.87876e-20 3.69732e-20 9.95191e-19 9.31375e-19
1.01378e-18 9.48281e-19 3.85639e-20 3.67536e-20 9.91633e-19 9.28055e-19
1.00918e-18 9.44030e-19 3.83418e-20 3.65359e-20 9.88094e-19 9.24751e-19
1.00460e-18 9.39807e-19 3.81214e-20 3.63201e-20 9.84572e-19 9.21465e-19
1.00006e-18 9.35611e-19 3.79026e-20 3.61061e-20 9.81068e-19 9.18195e-19
9.95555e-19 9.31442e-19 3.76855e-20 3.58941e-20 9.77582e-19 9.14941e-19
9.91077e-19 9.27301e-19 3.74700e-20 3.56838e-20 9.74113e-19 9.11704e-19
9.86630e-19 9.23187e-19 3.72562e-20 3.54755e-20 9.70662e-19 9.08484e-19
9.82213e-19 9.19099e-19 3.70439e-20 3.52689e-20 9.67229e-19 9.05280e-19
9.77827e-19 9.15039e-19 3.68334e-20 3.50642e-20 9.63813e-19 9.02092e-19
9.73471e-19 9.11005e-19 3.66244e-20 3.48613e-20 9.60414e-19 8.98920e-19
9.69145e-19 9.06998e-19 3.64170e-20 3.46603e-20 9.57032e-19 8.95764e-19
9.64848e-19 9.03017e-19 3.62113e-20 3.44610e-20 9.53667e-19 8.92624e-19
9.60582e-19 8.99062e-19 3.60071e-20 3.42635e-20 9.50320e-19 8.89500e-19
9.56346e-19 8.95134e-19 3.58045e-20 3.40678e-20 9.46988e-19 8.86391e-19
9.52139e-19 8.91232e-19 3.56035e-20 3.38739e-20 9.43674e-19 8.83299e-19
9.47961e-19 8.87355e-19 3.54041e-20 3.36818e-20 9.40376e-19 8.80221e-19
9.43812e-19 8.83505e-19 3.52063e-20 3.34914e-20 9.37095e-19 8.77160e-19
9.39693e-19 8.79680e-19 3.50100e-20 3.33028e-20 9.33830e-19 8.74113e-19
9.35602e-19 8.75880e-19 3.48153e-20 3.31159e-20 9.30582e-19 8.71082e-19
9.31541e-19 8.72106e-19 3.46221e-20 3.29307e-20 9.27350e-19 8.68065e-19
9.27507e-19 8.68358e-19 3.44305e-20 3.27473e-20 9.24134e-19 8.65064e-19
9.23502e-19 8.64634e-19 3.42405e-20 3.25655e-20 9.20933e-19 8.62078e-19
9.19526e-19 8.60935e-19 3.40520e-20 3.23856e-20 9.17749e-19 8.59107e-19
9.15577e-19 8.57261e-19 3.38651e-20 3.22073e-20 9.14581e-19 8.56150e-19
9.11657e-19 8.53612e-19 3.36797e-20 3.20307e-20 9.11428e-19 8.53208e-19
9.07764e-19 8.49988e-19 3.34959e-20 3.18559e-20 9.08291e-19 8.50281e-19
9.03899e-19 8.46387e-19 3.33136e-20 3.16827e-20 9.05170e-19 8.47368e-19
9.00061e-19 8.42811e-19 3.31328e-20 3.15113e-20 9.02064e-19 8.44470e-19
8.96250e-19 8.39260e-19 3.29536e-20 3.13415e-20 8.98974e-19 8.41586e-19
8.92467e-19 8.35732e-19 3.27760e-20 3.11734e-20 8.95898e-19 8.38716e-19
8.88710e-19 8.32228e-19 3.25999e-20 3.10070e-20 8.92838e-19 8.35860e-19
8.84980e-19 8.28748e-19 3.24253e-20 3.08423e-20 8.89794e-19 8.33018e-19
8.81277e-19 8.25291e-19 3.22523e-20 3.06792e-20 8.86764e-19 8.30191e-19
8.77600e-19 8.21858e-19 3.20808e-20 3.05178e-20 8.83749e-19 8.27377e-19
8.73950e-19 8.18448e-19 3.19108e-20 3.03580e-20 8.80749e-19 8.24577e-19
8.70325e-19 8.15061e-19 3.17423e-20 3.01999e-20 8.77763e-19 8.21791e-19
8.66726e-19 8.11698e-19 3.15753e-20 3.00434e-20 8.74793e-19 8.19018e-19
8.63153e-19 8.08357e-19 3.14099e-20 2.98885e-20 8.71837e-19 8.16259e-19
8.59606e-19 8.05038e-19 3.12459e-20 2.97353e-20 8.68895e-19 8.13514e-19
8.56084e-19 8.01743e-19 3.10835e-20 2.95836e-20 8.65968e-19 8.10781e-19
8.52587e-19 7.98469e-19 3.09225e-20 2.94335e-20 8.63055e-19 8.08063e-19
8.49115e-19 7.95218e-19 3.07630e-20 2.92850e-20 8.60157e-19 8.05357e-19
8.45668e-19 7.91990e-19 3.06050e-20 2.91381e-20 8.57273e-19 8.02665e-19
8.42245e-19 7.88783e-19 3.04484e-20 2.89927e-20 8.54402e-19 7.99985e-19
8.38847e-19 7.85597e-19 3.02932e-20 2.88488e-20 8.51546e-19 7.97319e-19
8.35473e-19 7.82434e-19 3.01395e-20 2.87064e-20 8.48704e-19 7.94665e-19
8.32124e-19 7.79292e-19 2.99873e-20 2.85656e-20 8.45876e-19 7.92025e-19
8.28798e-19 7.76171e-19 2.98364e-20 2.84262e-20 8.43061e-19 7.89397e-19
8.25496e-19 7.73072e-19 2.96870e-20 2.82883e-20 8.40260e-19 7.86782e-19
8.22218e-19 7.69994e-19 2.95389e-20 2.81519e-20 8.37473e-19 7.84179e-19
8.18963e-19 7.66936e-19 2.93922e-20 2.80169e-20 8.34699e-19 7.81589e-19
8.15731e-19 7.63900e-19 2.92469e-20 2.78833e-20 8.31939e-19 7.79012e-19
8.12522e-19 7.60884e-19 2.91030e-20 2.77512e-20 8.29192e-19 7.76447e-19
8.09336e-19 7.57888e-19 2.89604e-20 2.76204e-20 8.26458e-19 7.73894e-19
8.06172e-19 7.54913e-19 2.88191e-20 2.74911e-20 8.23738e-19 7.71354e-19
8.03032e-19 7.51958e-19 2.86792e-20 2.73631e-20 8.21031e-19 7.68825e-19
7.99913e-19 7.49022e-19 2.85407e-20 2.72365e-20 8.18336e-19 7.66309e-19
7.96817e-19 7.46107e-19 2.84034e-20 2.71112e-20 8.15655e-19 7.63805e-19
7.93742e-19 7.43212e-19 2.82674e-20 2.69873e-20 8.12987e-19 7.61313e-19
7.90689e-19 7.40336e-19 2.81327e-20 2.68647e-20 8.10332e-19 7.58832e-19
7.87658e-19 7.37479e-19 2.79993e-20 2.67434e-20 8.07689e-19 7.56364e-19
7.84648e-19 7.34642e-19 2.78672e-20 2.66234e-20 8.05059e-19 7.53907e-19
7.81659e-19 7.31823e-19 2.77363e-20 2.65046e-20 8.02442e-19 7.51462e-19
7.78692e-19 7.29024e-19 2.76067e-20 2.63872e-20 7.99837e-19 7.49028e-19
7.75745e-19 7.26243e-19 2.74783e-20 2.62709e-20 7.97245e-19 7.46606e-19
7.72819e-19 7.23481e-19 2.73512e-20 2.61560e-20 7.94665e-19 7.44196e-19
7.69913e-19 7.20738e-19 2.72253e-20 2.60422e-20 7.92098e-19 7.41797e-19
7.67027e-19 7.18013e-19 2.71006e-20 2.59296e-20 7.89543e-19 7.39409e-19
7.64162e-19 7.15306e-19 2.69771e-20 2.58183e-20 7.87000e-19 7.37032e-19
7.61316e-19 7.12617e-19 2.68548e-20 2.57081e-20 7.84469e-19 7.34667e-19
7.58491e-19 7.09945e-19 2.67337e-20 2.55991e-20 7.81950e-19 7.32313e-19
7.55685e-19 7.07292e-19 2.66138e-20 2.54912e-20 7.79443e-19 7.29970e-19
7.52898e-19 7.04656e-19 2.64951e-20 2.53845e-20 7.76949e-19 7.27638e-19
7.50130e-19 7.02038e-19 2.63775e-20 2.52790e-20 7.74466e-19 7.25316e-19
7.47382e-19 6.99436e-19 2.62610e-20 2.51745e-20 7.71994e-19 7.23006e-19
7.44652e-19 6.96852e-19 2.61457e-20 2.50711e-20 7.69535e-19 7.20707e-19
7.41941e-19 6.94285e-19 2.60315e-20 2.49689e-20 7.67087e-19 7.18418e-19
7.39248e-19 6.91735e-19 2.59184e-20 2.48677e-20 7.64651e-19 7.16140e-19
7.36574e-19 6.89201e-19 2.58064e-20 2.47675e-20 7.62226e-19 7.13872e-19
7.33918e-19 6.86684e-19 2.56956e-20 2.46684e-20 7.59813e-19 7.11616e-19
7.31279e-19 6.84183e-19 2.55858e-20 2.45704e-20 7.57411e-19 7.09369e-19
7.28659e-19 6.81699e-19 2.54771e-20 2.44734e-20 7.55020e-19 7.07133e-19
7.26056e-19 6.79230e-19 2.53695e-20 2.43774e-20 7.52641e-19 7.04907e-19
7.23470e-19 6.76777e-19 2.52629e-20 2.42824e-20 7.50273e-19 7.02692e-19
7.20902e-19 6.74340e-19 2.51574e-20 2.41884e-20 7.47915e-19 7.00487e-19
7.18350e-19 6.71919e-19 2.50529e-20 2.40954e-20 7.45569e-19 6.98292e-19
7.15816e-19 6.69513e-19 2.49495e-20 2.40033e-20 7.43234e-19 6.96107e-19
7.13298e-19 6.67123e-19 2.48471e-20 2.39122e-20 7.40910e-19 6.93933e-19
7.10797e-19 6.64747e-19 2.47458e-20 2.38221e-20 7.38597e-19 6.91768e-19
7.08312e-19 6.62387e-19 2.46455e-20 2.37328e-20 7.36294e-19 6.89613e-19
7.05843e-19 6.60041e-19 2.45461e-20 2.36445e-20 7.34003e-19 6.87468e-19
7.03390e-19 6.57710e-19 2.44478e-20 2.35571e-20 7.31721e-19 6.85333e-19
7.00953e-19 6.55394e-19 2.43504e-20 2.34706e-20 7.29451e-19 6.83208e-19
6.98532e-19 6.53092e-19 2.42541e-20 2.33850e-20 7.27191e-19 6.81092e-19
6.96126e-19 6.50805e-19 2.41587e-20 2.33003e-20 7.24941e-19 6.78986e-19
6.93736e-19 6.48531e-19 2.40643e-20 2.32164e-20 7.22702e-19 6.76890e-19
6.91360e-19 6.46272e-19 2.39708e-20 2.31334e-20 7.20473e-19 6.74803e-19
6.89000e-19 6.44026e-19 2.38783e-20 2.30512e-20 7.18255e-19 6.72726e-19
6.86654e-19 6.41795e-19 2.37867e-20 2.29698e-20 7.16047e-19 6.70658e-19
6.84323e-19 6.39576e-19 2.36960e-20 2.28893e-20 7.13849e-19 6.68599e-19
6.82007e-19 6.37371e-19 2.36062e-20 2.28095e-20 7.11660e-19 6.66550e-19
6.79705e-19 6.35180e-19 2.35174e-20 2.27306e-20 7.09482e-19 6.64510e-19
6.77416e-19 6.33001e-19 2.34294e-20 2.26523e-20 7.07314e-19 6.62479e-19
6.75142e-19 6.30836e-19 2.33422e-20 2.25748e-20 7.05156e-19 6.60457e-19
6.72882e-19 6.28683e-19 2.32559e-20 2.24981e-20 7.03008e-19 6.58444e-19
6.70635e-19 6.26544e-19 2.31704e-20 2.24220e-20 7.00870e-19 6.56440e-19
6.68402e-19 6.24416e-19 2.30857e-20 2.23466e-20 6.98741e-19 6.54446e-19
6.66182e-19 6.22301e-19 2.30018e-20 2.22719e-20 6.96622e-19 6.52460e-19
6.63975e-19 6.20199e-19 2.29187e-20 2.21979e-20 6.94512e-19 6.50483e-19
6.61781e-19 6.18109e-19 2.28364e-20 2.21245e-20 6.92413e-19 6.48515e-19
6.59600e-19 6.16030e-19 2.27548e-20 2.20517e-20 6.90322e-19 6.46556e-19
6.57432e-19 6.13964e-19 2.26739e-20 2.19795e-20 6.88241e-19 6.44605e-19
6.55276e-19 6.11909e-19 2.25938e-20 2.19079e-20 6.86170e-19 6.42663e-19
6.53133e-19 6.09866e-19 2.25143e-20 2.18368e-20 6.84107e-19 6.40729e-19
6.51001e-19 6.07835e-19 2.24356e-20 2.17663e-20 6.82054e-19 6.38804e-19
6.48882e-19 6.05815e-19 2.23575e-20 2.16964e-20 6.80011e-19 6.36888e-19
6.46775e-19 6.03806e-19 2.22801e-20 2.16270e-20 6.77976e-19 6.34980e-19
6.44679e-19 6.01808e-19 2.22034e-20 2.15581e-20 6.75950e-19 6.33081e-19
6.42595e-19 5.99822e-19 2.21273e-20 2.14897e-20 6.73934e-19 6.31189e-19
6.40523e-19 5.97846e-19 2.20518e-20 2.14218e-20 6.71926e-19 6.29306e-19
6.38461e-19 5.95881e-19 2.19769e-20 2.13544e-20 6.69928e-19 6.27432e-19
6.36411e-19 5.93926e-19 2.19027e-20 2.12875e-20 6.67938e-19 6.25565e-19
6.34372e-19 5.91982e-19 2.18290e-20 2.12210e-20 6.65957e-19 6.23707e-19
6.32344e-19 5.90049e-19 2.17560e-20 2.11549e-20 6.63985e-19 6.21856e-19
6.30326e-19 5.88125e-19 2.16835e-20 2.10893e-20 6.62022e-19 6.20014e-19
6.28319e-19 5.86212e-19 2.16116e-20 2.10242e-20 6.60067e-19 6.18179e-19
6.26323e-19 5.84309e-19 2.15403e-20 2.09595e-20 6.58121e-19 6.16353e-19
6.24336e-19 5.82415e-19 2.14696e-20 2.08952e-20 6.56183e-19 6.14535e-19
6.22360e-19 5.80532e-19 2.13994e-20 2.08313e-20 6.54254e-19 6.12724e-19
6.20394e-19 5.78658e-19 2.13297e-20 2.07678e-20 6.52333e-19 6.10921e-19
6.18438e-19 5.76793e-19 2.12606e-20 2.07046e-20 6.50421e-19 6.09126e-19
6.16491e-19 5.74938e-19 2.11920e-20 2.06419e-20 6.48517e-19 6.07338e-19
6.14554e-19 5.73092e-19 2.11240e-20 2.05796e-20 6.46621e-19 6.05558e-19
6.12626e-19 5.71256e-19 2.10564e-20 2.05176e-20 6.44733e-19 6.03786e-19
6.10708e-19 5.69428e-19 2.09894e-20 2.04560e-20 6.42854e-19 6.02021e-19
6.08799e-19 5.67610e-19 2.09228e-20 2.03947e-20 6.40982e-19 6.00264e-19
6.06899e-19 5.65800e-19 2.08568e-20 2.03338e-20 6.39119e-19 5.98515e-19
6.05008e-19 5.63999e-19 2.07912e-20 2.02732e-20 6.37264e-19 5.96772e-19
6.03126e-19 5.62206e-19 2.07261e-20 2.02129e-20 6.35417e-19 5.95037e-19
6.01252e-19 5.60422e-19 2.06615e-20 2.01529e-20 6.33577e-19 5.93310e-19
5.99387e-19 5.58647e-19 2.05973e-20 2.00933e-20 6.31746e-19 5.91589e-19
5.97530e-19 5.56880e-19 2.05336e-20 2.00339e-20 6.29922e-19 5.89876e-19
5.95682e-19 5.55121e-19 2.04703e-20 1.99748e-20 6.28106e-19 5.88170e-19
5.93842e-19 5.53370e-19 2.04073e-20 1.99160e-20 6.26298e-19 5.86471e-19
5.92010e-19 5.51627e-19 2.03448e-20 1.98574e-20 6.24497e-19 5.84779e-19
5.90186e-19 5.49892e-19 2.02827e-20 1.97990e-20 6.22704e-19 5.83095e-19
5.88369e-19 5.48165e-19 2.02209e-20 1.97409e-20 6.20918e-19 5.81417e-19
5.86561e-19 5.46445e-19 2.01594e-20 1.96830e-20 6.19140e-19 5.79746e-19
5.84760e-19 5.44733e-19 2.00983e-20 1.96253e-20 6.17370e-19 5.78082e-19
5.82966e-19 5.43029e-19 2.00376e-20 1.95677e-20 6.15607e-19 5.76425e-19
5.81180e-19 5.41332e-19 1.99771e-20 1.95104e-20 6.13851e-19 5.74775e-19
5.79401e-19 5.39642e-19 1.99169e-20 1.94532e-20 6.12103e-19 5.73132e-19
5.77629e-19 5.37959e-19 1.98571e-20 1.93961e-20 6.10361e-19 5.71495e-19
5.75865e-19 5.36284e-19 1.97975e-20 1.93392e-20 6.08627e-19 5.69865e-19
5.74107e-19 5.34616e-19 1.97381e-20 1.92825e-20 6.06901e-19 5.68242e-19
5.72356e-19 5.32954e-19 1.96791e-20 1.92258e-20 6.05181e-19 5.66626e-19
5.70612e-19 5.31300e-19 1.96203e-20 1.91693e-20 6.03468e-19 5.65016e-19
5.68874e-19 5.29652e-19 1.95617e-20 1.91129e-20 6.01763e-19 5.63412e-19
5.67143e-19 5.28011e-19 1.95033e-20 1.90565e-20 6.00064e-19 5.61815e-19
5.65419e-19 5.26376e-19 1.94452e-20 1.90003e-20 5.98372e-19 5.60225e-19
5.63701e-19 5.24748e-19 1.93872e-20 1.89441e-20 5.96687e-19 5.58640e-19
5.61989e-19 5.23126e-19 1.93295e-20 1.88880e-20 5.95009e-19 5.57063e-19
5.60283e-19 5.21511e-19 1.92719e-20 1.88320e-20 5.93338e-19 5.55491e-19
5.58583e-19 5.19902e-19 1.92146e-20 1.87760e-20 5.91674e-19 5.53926e-19
5.56890e-19 5.18300e-19 1.91574e-20 1.87201e-20 5.90016e-19 5.52367e-19
5.55202e-19 5.16703e-19 1.91004e-20 1.86642e-20 5.88365e-19 5.50815e-19
5.53520e-19 5.15112e-19 1.90435e-20 1.86084e-20 5.86720e-19 5.49268e-19
5.51843e-19 5.13528e-19 1.89868e-20 1.85526e-20 5.85083e-19 5.47728e-19
5.50173e-19 5.11949e-19 1.89302e-20 1.84968e-20 5.83451e-19 5.46193e-19
5.48507e-19 5.10376e-19 1.88737e-20 1.84410e-20 5.81826e-19 5.44665e-19
5.46848e-19 5.08809e-19 1.88174e-20 1.83853e-20 5.80208e-19 5.43143e-19
5.45193e-19 5.07247e-19 1.87612e-20 1.83295e-20 5.78596e-19 5.41627e-19
