# N0-SQE,   N0-GMV,  N1-SQE,  N1-GMV,  N0-SQE(curl), N0-GMV(curl)
2.61996e-19 2.39051e-19 5.57326e-20 5.51419e-20 1.11718e-19 1.04433e-19
2.60613e-19 2.37785e-19 5.53885e-20 5.48009e-20 1.11129e-19 1.03882e-19
2.59239e-19 2.36526e-19 5.50467e-20 5.44621e-20 1.10544e-19 1.03335e-19
2.57875e-19 2.35276e-19 5.47073e-20 5.41256e-20 1.09963e-19 1.02792e-19
2.56519e-19 2.34034e-19 5.43702e-20 5.37912e-20 1.09386e-19 1.02253e-19
2.55171e-19 2.32801e-19 5.40355e-20 5.34590e-20 1.08814e-19 1.01718e-19
2.53833e-19 2.31576e-19 5.37031e-20 5.31289e-20 1.08245e-19 1.01186e-19
2.52503e-19 2.30358e-19 5.33729e-20 5.28010e-20 1.07681e-19 1.00658e-19
2.51182e-19 2.29149e-19 5.30451e-20 5.24752e-20 1.07120e-19 1.00134e-19
2.49869e-19 2.27948e-19 5.27194e-20 5.21514e-20 1.06563e-19 9.96134e-20
2.48564e-19 2.26754e-19 5.23960e-20 5.18298e-20 1.06011e-19 9.90965e-20
2.47268e-19 2.25568e-19 5.20748e-20 5.15102e-20 1.05462e-19 9.85832e-20
2.45980e-19 2.24390e-19 5.17558e-20 5.11927e-20 1.04917e-19 9.80735e-20
2.44700e-19 2.23220e-19 5.14390e-20 5.08771e-20 1.04375e-19 9.75674e-20
2.43428e-19 2.22058e-19 5.11243e-20 5.05636e-20 1.03838e-19 9.70647e-20
2.42165e-19 2.20902e-19 5.08117e-20 5.02521e-20 1.03304e-19 9.65655e-20
2.40909e-19 2.19755e-19 5.05013e-20 4.99426e-20 1.02774e-19 9.60698e-20
2.39661e-19 2.18615e-19 5.01929e-20 4.96351e-20 1.02247e-19 9.55775e-20
2.38421e-19 2.17482e-19 4.98866e-20 4.93295e-20 1.01724e-19 9.50886e-20
2.37189e-19 2.16356e-19 4.95825e-20 4.90259e-20 1.01205e-19 9.46030e-20
2.35965e-19 2.15238e-19 4.92803e-20 4.87242e-20 1.00689e-19 9.41208e-20
2.34748e-19 2.14127e-19 4.89802e-20 4.84244e-20 1.00177e-19 9.36419e-20
2.33539e-19 2.13023e-19 4.86821e-20 4.81266e-20 9.96682e-20 9.31662e-20
2.32338e-19 2.11926e-19 4.83860e-20 4.78306e-20 9.91630e-20 9.26938e-20
2.31144e-19 2.10837e-19 4.80919e-20 4.75365e-20 9.86612e-20 9.22246e-20
2.29957e-19 2.09754e-19 4.77998e-20 4.72443e-20 9.81628e-20 9.17587e-20
2.28778e-19 2.08678e-19 4.75096e-20 4.69540e-20 9.76679e-20 9.12958e-20
2.27607e-19 2.07609e-19 4.72214e-20 4.66655e-20 9.71762e-20 9.08362e-20
2.26442e-19 2.06547e-19 4.69351e-20 4.63788e-20 9.66879e-20 9.03796e-20
2.25285e-19 2.05492e-19 4.66507e-20 4.60940e-20 9.62030e-20 8.99261e-20
2.24135e-19 2.04443e-19 4.63683e-20 4.58109e-20 9.57212e-20 8.94757e-20
2.22992e-19 2.03401e-19 4.60877e-20 4.55297e-20 9.52428e-20 8.90283e-20
2.21857e-19 2.02366e-19 4.58089e-20 4.52503e-20 9.47675e-20 8.85840e-20
2.20728e-19 2.01338e-19 4.55321e-20 4.49726e-20 9.42955e-20 8.81426e-20
2.19606e-19 2.00315e-19 4.52570e-20 4.46967e-20 9.38266e-20 8.77042e-20
2.18492e-19 1.99300e-19 4.49838e-20 4.44226e-20 9.33608e-20 8.72687e-20
2.17384e-19 1.98291e-19 4.47124e-20 4.41502e-20 9.28982e-20 8.68361e-20
2.16283e-19 1.97288e-19 4.44429e-20 4.38796e-20 9.24386e-20 8.64064e-20
2.15189e-19 1.96291e-19 4.41751e-20 4.36107e-20 9.19821e-20 8.59796e-20
2.14101e-19 1.95301e-19 4.39091e-20 4.33435e-20 9.15287e-20 8.55556e-20
2.13020e-19 1.94317e-19 4.36448e-20 4.30780e-20 9.10782e-20 8.51344e-20
2.11947e-19 1.93340e-19 4.33823e-20 4.28142e-20 9.06308e-20 8.47161e-20
2.10879e-19 1.92368e-19 4.31216e-20 4.25522e-20 9.01863e-20 8.43005e-20
2.09818e-19 1.91403e-19 4.28625e-20 4.22918e-20 8.97447e-20 8.38876e-20
2.08764e-19 1.90444e-19 4.26052e-20 4.20330e-20 8.93061e-20 8.34775e-20
2.07717e-19 1.89491e-19 4.23496e-20 4.17760e-20 8.88703e-20 8.30701e-20
2.06675e-19 1.88543e-19 4.20957e-20 4.15206e-20 8.84374e-20 8.26653e-20
2.05640e-19 1.87602e-19 4.18434e-20 4.12668e-20 8.80074e-20 8.22633e-20
2.04612e-19 1.86667e-19 4.15929e-20 4.10147e-20 8.75801e-20 8.18638e-20
2.03590e-19 1.85738e-19 4.13439e-20 4.07642e-20 8.71557e-20 8.14670e-20
2.02574e-19 1.84814e-19 4.10967e-20 4.05153e-20 8.67340e-20 8.10727e-20
2.01565e-19 1.83896e-19 4.08510e-20 4.02680e-20 8.63151e-20 8.06811e-20
2.00562e-19 1.82984e-19 4.06070e-20 4.00224e-20 8.58990e-20 8.02920e-20
1.99565e-19 1.82078e-19 4.03646e-20 3.97783e-20 8.54855e-20 7.99054e-20
1.98574e-19 1.81178e-19 4.01238e-20 3.95358e-20 8.50747e-20 7.95213e-20
1.97589e-19 1.80283e-19 3.98846e-20 3.92949e-20 8.46666e-20 7.91398e-20
1.96610e-19 1.79394e-19 3.96469e-20 3.90555e-20 8.42611e-20 7.87607e-20
1.95638e-19 1.78510e-19 3.94108e-20 3.88178e-20 8.38583e-20 7.83840e-20
1.94671e-19 1.77632e-19 3.91763e-20 3.85815e-20 8.34580e-20 7.80098e-20
1.93710e-19 1.76759e-19 3.89434e-20 3.83469e-20 8.30603e-20 7.76380e-20
1.92756e-19 1.75892e-19 3.87119e-20 3.81137e-20 8.26652e-20 7.72686e-20
1.91807e-19 1.75031e-19 3.84820e-20 3.78821e-20 8.22727e-20 7.69016e-20
1.90864e-19 1.74174e-19 3.82536e-20 3.76520e-20 8.18826e-20 7.65369e-20
1.89927e-19 1.73324e-19 3.80268e-20 3.74235e-20 8.14950e-20 7.61746e-20
1.88996e-19 1.72478e-19 3.78014e-20 3.71964e-20 8.11100e-20 7.58146e-20
1.88070e-19 1.71638e-19 3.75775e-20 3.69708e-20 8.07273e-20 7.54569e-20
1.87150e-19 1.70803e-19 3.73551e-20 3.67467e-20 8.03472e-20 7.51015e-20
1.86236e-19 1.69973e-19 3.71342e-20 3.65241e-20 7.99694e-20 7.47483e-20
1.85328e-19 1.69149e-19 3.69147e-20 3.63030e-20 7.95940e-20 7.43974e-20
1.84425e-19 1.68330e-19 3.66966e-20 3.60834e-20 7.92211e-20 7.40487e-20
1.83528e-19 1.67515e-19 3.64801e-20 3.58652e-20 7.88504e-20 7.37022e-20
1.82636e-19 1.66706e-19 3.62649e-20 3.56485e-20 7.84822e-20 7.33579e-20
1.81750e-19 1.65902e-19 3.60512e-20 3.54332e-20 7.81162e-20 7.30158e-20
1.80870e-19 1.65103e-19 3.58389e-20 3.52193e-20 7.77526e-20 7.26759e-20
1.79995e-19 1.64309e-19 3.56280e-20 3.50069e-20 7.73913e-20 7.23381e-20
1.79126e-19 1.63521e-19 3.54184e-20 3.47959e-20 7.70322e-20 7.20024e-20
1.78261e-19 1.62737e-19 3.52103e-20 3.45863e-20 7.66754e-20 7.16689e-20
1.77403e-19 1.61957e-19 3.50036e-20 3.43782e-20 7.63208e-20 7.13374e-20
1.76549e-19 1.61183e-19 3.47982e-20 3.41714e-20 7.59685e-20 7.10080e-20
1.75701e-19 1.60414e-19 3.45942e-20 3.39661e-20 7.56184e-20 7.06807e-20
1.74859e-19 1.59650e-19 3.43915e-20 3.37621e-20 7.52704e-20 7.03554e-20
1.74021e-19 1.58890e-19 3.41902e-20 3.35595e-20 7.49246e-20 7.00322e-20
1.73189e-19 1.58135e-19 3.39903e-20 3.33583e-20 7.45810e-20 6.97109e-20
1.72362e-19 1.57385e-19 3.37916e-20 3.31584e-20 7.42395e-20 6.93917e-20
1.71540e-19 1.56639e-19 3.35943e-20 3.29600e-20 7.39001e-20 6.90744e-20
1.70724e-19 1.55899e-19 3.33983e-20 3.27628e-20 7.35628e-20 6.87592e-20
1.69912e-19 1.55163e-19 3.32036e-20 3.25671e-20 7.32276e-20 6.84458e-20
1.69106e-19 1.54431e-19 3.30101e-20 3.23726e-20 7.28945e-20 6.81345e-20
1.68304e-19 1.53704e-19 3.28180e-20 3.21795e-20 7.25635e-20 6.78250e-20
1.67508e-19 1.52982e-19 3.26272e-20 3.19877e-20 7.22345e-20 6.75174e-20
1.66717e-19 1.52264e-19 3.24376e-20 3.17973e-20 7.19075e-20 6.72118e-20
1.65931e-19 1.51551e-19 3.22493e-20 3.16081e-20 7.15825e-20 6.69080e-20
1.65149e-19 1.50842e-19 3.20622e-20 3.14203e-20 7.12595e-20 6.66061e-20
1.64373e-19 1.50138e-19 3.18764e-20 3.12337e-20 7.09385e-20 6.63060e-20
1.63602e-19 1.49438e-19 3.16919e-20 3.10485e-20 7.06195e-20 6.60078e-20
1.62835e-19 1.48743e-19 3.15085e-20 3.08645e-20 7.03024e-20 6.57114e-20
1.62073e-19 1.48052e-19 3.13265e-20 3.06819e-20 6.99873e-20 6.54168e-20
1.61316e-19 1.47365e-19 3.11456e-20 3.05005e-20 6.96740e-20 6.51241e-20
1.60564e-19 1.46683e-19 3.09660e-20 3.03204e-20 6.93627e-20 6.48331e-20
1.59817e-19 1.46005e-19 3.07876e-20 3.01416e-20 6.90533e-20 6.45438e-20
1.59074e-19 1.45331e-19 3.06104e-20 2.99640e-20 6.87457e-20 6.42563e-20
1.58336e-19 1.44661e-19 3.04344e-20 2.97877e-20 6.84401e-20 6.39706e-20
1.57603e-19 1.43996e-19 3.02596e-20 2.96126e-20 6.81362e-20 6.36866e-20
1.56875e-19 1.43335e-19 3.00860e-20 2.94388e-20 6.78342e-20 6.34043e-20
1.56151e-19 1.42678e-19 2.99136e-20 2.92663e-20 6.75340e-20 6.31238e-20
1.55432e-19 1.42025e-19 2.97423e-20 2.90949e-20 6.72357e-20 6.28449e-20
1.54717e-19 1.41377e-19 2.95723e-20 2.89249e-20 6.69391e-20 6.25677e-20
1.54007e-19 1.40732e-19 2.94034e-20 2.87560e-20 6.66443e-20 6.22922e-20
1.53301e-19 1.40092e-19 2.92357e-20 2.85884e-20 6.63513e-20 6.20183e-20
1.52600e-19 1.39455e-19 2.90691e-20 2.84220e-20 6.60601e-20 6.17461e-20
1.51903e-19 1.38823e-19 2.89037e-20 2.82567e-20 6.57706e-20 6.14755e-20
1.51211e-19 1.38194e-19 2.87395e-20 2.80927e-20 6.54828e-20 6.12065e-20
1.50523e-19 1.37570e-19 2.85764e-20 2.79299e-20 6.51967e-20 6.09391e-20
1.49840e-19 1.36949e-19 2.84144e-20 2.77683e-20 6.49124e-20 6.06733e-20
1.49161e-19 1.36333e-19 2.82535e-20 2.76079e-20 6.46297e-20 6.04091e-20
1.48487e-19 1.35720e-19 2.80938e-20 2.74486e-20 6.43487e-20 6.01465e-20
1.47816e-19 1.35111e-19 2.79352e-20 2.72905e-20 6.40694e-20 5.98854e-20
1.47150e-19 1.34506e-19 2.77776e-20 2.71336e-20 6.37918e-20 5.96259e-20
1.46488e-19 1.33905e-19 2.76212e-20 2.69778e-20 6.35157e-20 5.93680e-20
1.45831e-19 1.33308e-19 2.74658e-20 2.68232e-20 6.32414e-20 5.91115e-20
1.45178e-19 1.32714e-19 2.73115e-20 2.66696e-20 6.29686e-20 5.88566e-20
1.44529e-19 1.32124e-19 2.71583e-20 2.65172e-20 6.26975e-20 5.86032e-20
1.43884e-19 1.31538e-19 2.70061e-20 2.63659e-20 6.24279e-20 5.83512e-20
1.43243e-19 1.30956e-19 2.68550e-20 2.62157e-20 6.21600e-20 5.81008e-20
1.42606e-19 1.30377e-19 2.67049e-20 2.60666e-20 6.18936e-20 5.78518e-20
1.41974e-19 1.29802e-19 2.65559e-20 2.59186e-20 6.16288e-20 5.76043e-20
1.41345e-19 1.29231e-19 2.64078e-20 2.57717e-20 6.13655e-20 5.73583e-20
1.40721e-19 1.28663e-19 2.62608e-20 2.56259e-20 6.11038e-20 5.71137e-20
1.40101e-19 1.28099e-19 2.61148e-20 2.54811e-20 6.08436e-20 5.68705e-20
1.39484e-19 1.27538e-19 2.59698e-20 2.53373e-20 6.05849e-20 5.66287e-20
1.38872e-19 1.26981e-19 2.58258e-20 2.51946e-20 6.03277e-20 5.63883e-20
1.38263e-19 1.26427e-19 2.56828e-20 2.50530e-20 6.00721e-20 5.61494e-20
1.37659e-19 1.25877e-19 2.55407e-20 2.49124e-20 5.98179e-20 5.59118e-20
1.37058e-19 1.25331e-19 2.53996e-20 2.47728e-20 5.95652e-20 5.56757e-20
1.36461e-19 1.24788e-19 2.52595e-20 2.46342e-20 5.93139e-20 5.54408e-20
1.35868e-19 1.24248e-19 2.51203e-20 2.44966e-20 5.90641e-20 5.52074e-20
1.35279e-19 1.23712e-19 2.49821e-20 2.43601e-20 5.88158e-20 5.49753e-20
1.34694e-19 1.23179e-19 2.48449e-20 2.42246e-20 5.85689e-20 5.47445e-20
1.34112e-19 1.22649e-19 2.47086e-20 2.40900e-20 5.83234e-20 5.45151e-20
1.33534e-19 1.22123e-19 2.45733e-20 2.39565e-20 5.80794e-20 5.42870e-20
1.32960e-19 1.21600e-19 2.44389e-20 2.38240e-20 5.78367e-20 5.40602e-20
1.32390e-19 1.21080e-19 2.43054e-20 2.36924e-20 5.75954e-20 5.38347e-20
1.31823e-19 1.20564e-19 2.41729e-20 2.35619e-20 5.73556e-20 5.36105e-20
1.31260e-19 1.20051e-19 2.40413e-20 2.34323e-20 5.71171e-20 5.33876e-20
1.30701e-19 1.19541e-19 2.39107e-20 2.33037e-20 5.68799e-20 5.31660e-20
1.30145e-19 1.19034e-19 2.37810e-20 2.31761e-20 5.66441e-20 5.29457e-20
1.29592e-19 1.18531e-19 2.36521e-20 2.30494e-20 5.64097e-20 5.27266e-20
1.29044e-19 1.18030e-19 2.35242e-20 2.29237e-20 5.61766e-20 5.25087e-20
1.28499e-19 1.17533e-19 2.33972e-20 2.27989e-20 5.59449e-20 5.22921e-20
1.27957e-19 1.17039e-19 2.32711e-20 2.26751e-20 5.57144e-20 5.20767e-20
1.27419e-19 1.16548e-19 2.31460e-20 2.25522e-20 5.54853e-20 5.18626e-20
1.26884e-19 1.16060e-19 2.30217e-20 2.24303e-20 5.52574e-20 5.16496e-20
1.26353e-19 1.15575e-19 2.28983e-20 2.23093e-20 5.50309e-20 5.14379e-20
1.25825e-19 1.15093e-19 2.27757e-20 2.21892e-20 5.48056e-20 5.12274e-20
1.25300e-19 1.14615e-19 2.26541e-20 2.20700e-20 5.45816e-20 5.10181e-20
1.24779e-19 1.14139e-19 2.25333e-20 2.19518e-20 5.43589e-20 5.08099e-20
1.24261e-19 1.13666e-19 2.24134e-20 2.18344e-20 5.41375e-20 5.06029e-20
1.23747e-19 1.13196e-19 2.22943e-20 2.17180e-20 5.39172e-20 5.03971e-20
1.23236e-19 1.12729e-19 2.21761e-20 2.16024e-20 5.36983e-20 5.01924e-20
1.22728e-19 1.12265e-19 2.20587e-20 2.14877e-20 5.34805e-20 4.99889e-20
1.22223e-19 1.11804e-19 2.19421e-20 2.13738e-20 5.32640e-20 4.97866e-20
1.21722e-19 1.11346e-19 2.18264e-20 2.12608e-20 5.30487e-20 4.95853e-20
1.21224e-19 1.10890e-19 2.17115e-20 2.11487e-20 5.28346e-20 4.93852e-20
1.20729e-19 1.10437e-19 2.15974e-20 2.10374e-20 5.26217e-20 4.91863e-20
1.20237e-19 1.09988e-19 2.14841e-20 2.09270e-20 5.24100e-20 4.89884e-20
1.19748e-19 1.09541e-19 2.13716e-20 2.08174e-20 5.21994e-20 4.87916e-20
1.19262e-19 1.09096e-19 2.12598e-20 2.07086e-20 5.19901e-20 4.85959e-20
1.18780e-19 1.08655e-19 2.11489e-20 2.06006e-20 5.17819e-20 4.84013e-20
1.18300e-19 1.08216e-19 2.10388e-20 2.04934e-20 5.15748e-20 4.82078e-20
1.17824e-19 1.07780e-19 2.09294e-20 2.03871e-20 5.13689e-20 4.80154e-20
1.17351e-19 1.07346e-19 2.08207e-20 2.02815e-20 5.11642e-20 4.78240e-20
1.16880e-19 1.06916e-19 2.07129e-20 2.01767e-20 5.09606e-20 4.76337e-20
1.16413e-19 1.06488e-19 2.06057e-20 2.00727e-20 5.07581e-20 4.74445e-20
1.15948e-19 1.06062e-19 2.04994e-20 1.99694e-20 5.05567e-20 4.72563e-20
1.15487e-19 1.05639e-19 2.03937e-20 1.98669e-20 5.03565e-20 4.70691e-20
1.15028e-19 1.05219e-19 2.02888e-20 1.97652e-20 5.01573e-20 4.68830e-20
1.14572e-19 1.04801e-19 2.01846e-20 1.96643e-20 4.99593e-20 4.66978e-20
1.14120e-19 1.04386e-19 2.00812e-20 1.95640e-20 4.97623e-20 4.65137e-20
1.13669e-19 1.03973e-19 1.99785e-20 1.94646e-20 4.95664e-20 4.63306e-20
1.13222e-19 1.03563e-19 1.98764e-20 1.93658e-20 4.93716e-20 4.61485e-20
1.12778e-19 1.03155e-19 1.97751e-20 1.92678e-20 4.91778e-20 4.59674e-20
1.12336e-19 1.02750e-19 1.96745e-20 1.91705e-20 4.89851e-20 4.57873e-20
1.11897e-19 1.02347e-19 1.95746e-20 1.90739e-20 4.87935e-20 4.56082e-20
1.11461e-19 1.01947e-19 1.94754e-20 1.89781e-20 4.86029e-20 4.54301e-20
1.11028e-19 1.01549e-19 1.93768e-20 1.88829e-20 4.84134e-20 4.52529e-20
1.10597e-19 1.01154e-19 1.92790e-20 1.87885e-20 4.82249e-20 4.50767e-20
1.10169e-19 1.00761e-19 1.91818e-20 1.86947e-20 4.80374e-20 4.49014e-20
1.09743e-19 1.00370e-19 1.90853e-20 1.86016e-20 4.78509e-20 4.47271e-20
1.09321e-19 9.99813e-20 1.89894e-20 1.85093e-20 4.76654e-20 4.45538e-20
1.08900e-19 9.95952e-20 1.88943e-20 1.84175e-20 4.74810e-20 4.43813e-20
1.08483e-19 9.92113e-20 1.87997e-20 1.83265e-20 4.72975e-20 4.42098e-20
1.08068e-19 9.88298e-20 1.87059e-20 1.82361e-20 4.71150e-20 4.40393e-20
1.07655e-19 9.84505e-20 1.86126e-20 1.81464e-20 4.69335e-20 4.38696e-20
1.07245e-19 9.80735e-20 1.85200e-20 1.80573e-20 4.67530e-20 4.37009e-20
1.06838e-19 9.76987e-20 1.84281e-20 1.79689e-20 4.65735e-20 4.35331e-20
1.06433e-19 9.73261e-20 1.83368e-20 1.78812e-20 4.63949e-20 4.33661e-20
1.06030e-19 9.69557e-20 1.82461e-20 1.77940e-20 4.62173e-20 4.32001e-20
1.05630e-19 9.65875e-20 1.81560e-20 1.77075e-20 4.60406e-20 4.30350e-20
1.05232e-19 9.62214e-20 1.80666e-20 1.76216e-20 4.58649e-20 4.28707e-20
1.04837e-19 9.58575e-20 1.79777e-20 1.75364e-20 4.56902e-20 4.27073e-20
1.04444e-19 9.54957e-20 1.78895e-20 1.74517e-20 4.55163e-20 4.25448e-20
1.04054e-19 9.51359e-20 1.78019e-20 1.73677e-20 4.53434e-20 4.23832e-20
1.03665e-19 9.47783e-20 1.77149e-20 1.72843e-20 4.51714e-20 4.22224e-20
1.03280e-19 9.44228e-20 1.76285e-20 1.72015e-20 4.50003e-20 4.20624e-20
1.02896e-19 9.40693e-20 1.75426e-20 1.71192e-20 4.48302e-20 4.19034e-20
1.02515e-19 9.37179e-20 1.74574e-20 1.70376e-20 4.46609e-20 4.17451e-20
1.02136e-19 9.33684e-20 1.73727e-20 1.69565e-20 4.44925e-20 4.15877e-20
1.01759e-19 9.30210e-20 1.72886e-20 1.68761e-20 4.43251e-20 4.14312e-20
1.01384e-19 9.26755e-20 1.72051e-20 1.67961e-20 4.41585e-20 4.12754e-20
1.01012e-19 9.23321e-20 1.71222e-20 1.67168e-20 4.39928e-20 4.11205e-20
1.00642e-19 9.19905e-20 1.70398e-20 1.66380e-20 4.38279e-20 4.09664e-20
1.00274e-19 9.16510e-20 1.69580e-20 1.65598e-20 4.36640e-20 4.08131e-20
9.99077e-20 9.13133e-20 1.68767e-20 1.64822e-20 4.35009e-20 4.06606e-20
9.95439e-20 9.09775e-20 1.67960e-20 1.64050e-20 4.33386e-20 4.05089e-20
9.91822e-20 9.06437e-20 1.67159e-20 1.63285e-20 4.31772e-20 4.03580e-20
9.88226e-20 9.03117e-20 1.66363e-20 1.62524e-20 4.30167e-20 4.02079e-20
9.84651e-20 8.99815e-20 1.65572e-20 1.61769e-20 4.28570e-20 4.00586e-20
9.81096e-20 8.96532e-20 1.64786e-20 1.61019e-20 4.26981e-20 3.99100e-20
9.77562e-20 8.93267e-20 1.64005e-20 1.60274e-20 4.25401e-20 3.97623e-20
9.74048e-20 8.90021e-20 1.63230e-20 1.59534e-20 4.23829e-20 3.96153e-20
9.70553e-20 8.86792e-20 1.62460e-20 1.58799e-20 4.22265e-20 3.94690e-20
9.67079e-20 8.83581e-20 1.61694e-20 1.58069e-20 4.20709e-20 3.93236e-20
9.63624e-20 8.80388e-20 1.60934e-20 1.57344e-20 4.19161e-20 3.91789e-20
9.60188e-20 8.77212e-20 1.60178e-20 1.56624e-20 4.17622e-20 3.90349e-20
9.56772e-20 8.74053e-20 1.59428e-20 1.55909e-20 4.16090e-20 3.88917e-20
9.53374e-20 8.70912e-20 1.58682e-20 1.55198e-20 4.14566e-20 3.87492e-20
9.49996e-20 8.67788e-20 1.57941e-20 1.54491e-20 4.13050e-20 3.86074e-20
9.46636e-20 8.64680e-20 1.57204e-20 1.53790e-20 4.11542e-20 3.84664e-20
9.43295e-20 8.61590e-20 1.56473e-20 1.53092e-20 4.10042e-20 3.83261e-20
9.39972e-20 8.58516e-20 1.55745e-20 1.52400e-20 4.08550e-20 3.81866e-20
9.36667e-20 8.55458e-20 1.55023e-20 1.51711e-20 4.07065e-20 3.80477e-20
9.33381e-20 8.52417e-20 1.54304e-20 1.51027e-20 4.05587e-20 3.79096e-20
9.30112e-20 8.49391e-20 1.53590e-20 1.50347e-20 4.04118e-20 3.77721e-20
9.26861e-20 8.46382e-20 1.52881e-20 1.49672e-20 4.02656e-20 3.76354e-20
9.23627e-20 8.43389e-20 1.52176e-20 1.49000e-20 4.01201e-20 3.74994e-20
9.20410e-20 8.40411e-20 1.51475e-20 1.48333e-20 3.99754e-20 3.73640e-20
9.17211e-20 8.37449e-20 1.50778e-20 1.47670e-20 3.98314e-20 3.72294e-20
9.14029e-20 8.34503e-20 1.50086e-20 1.47011e-20 3.96882e-20 3.70954e-20
9.10864e-20 8.31572e-20 1.49398e-20 1.46356e-20 3.95457e-20 3.69621e-20
9.07715e-20 8.28656e-20 1.48714e-20 1.45705e-20 3.94039e-20 3.68295e-20
9.04583e-20 8.25755e-20 1.48035e-20 1.45057e-20 3.92628e-20 3.66976e-20
9.01467e-20 8.22869e-20 1.47359e-20 1.44414e-20 3.91225e-20 3.65663e-20
8.98367e-20 8.19998e-20 1.46688e-20 1.43775e-20 3.89828e-20 3.64357e-20
8.95284e-20 8.17141e-20 1.46021e-20 1.43140e-20 3.88439e-20 3.63058e-20
8.92216e-20 8.14300e-20 1.45357e-20 1.42508e-20 3.87057e-20 3.61765e-20
8.89164e-20 8.11472e-20 1.44698e-20 1.41880e-20 3.85681e-20 3.60478e-20
8.86128e-20 8.08659e-20 1.44043e-20 1.41256e-20 3.84313e-20 3.59199e-20
8.83107e-20 8.05860e-20 1.43392e-20 1.40636e-20 3.82951e-20 3.57925e-20
8.80102e-20 8.03075e-20 1.42745e-20 1.40020e-20 3.81597e-20 3.56658e-20
8.77111e-20 8.00304e-20 1.42101e-20 1.39407e-20 3.80249e-20 3.55397e-20
8.74136e-20 7.97546e-20 1.41462e-20 1.38797e-20 3.78908e-20 3.54143e-20
8.71175e-20 7.94803e-20 1.40826e-20 1.38192e-20 3.77573e-20 3.52895e-20
8.68229e-20 7.92073e-20 1.40195e-20 1.37590e-20 3.76246e-20 3.51653e-20
8.65298e-20 7.89356e-20 1.39567e-20 1.36991e-20 3.74925e-20 3.50417e-20
8.62381e-20 7.86653e-20 1.38943e-20 1.36396e-20 3.73610e-20 3.49188e-20
8.59478e-20 7.83962e-20 1.38322e-20 1.35804e-20 3.72302e-20 3.47964e-20
8.56589e-20 7.81285e-20 1.37706e-20 1.35216e-20 3.71001e-20 3.46747e-20
8.53715e-20 7.78621e-20 1.37092e-20 1.34631e-20 3.69706e-20 3.45535e-20
8.50854e-20 7.75970e-20 1.36483e-20 1.34049e-20 3.68418e-20 3.44330e-20
8.48007e-20 7.73332e-20 1.35877e-20 1.33470e-20 3.67135e-20 3.43131e-20
8.45173e-20 7.70706e-20 1.35274e-20 1.32895e-20 3.65860e-20 3.41937e-20
8.42353e-20 7.68093e-20 1.34675e-20 1.32322e-20 3.64590e-20 3.40750e-20
8.39547e-20 7.65492e-20 1.34079e-20 1.31753e-20 3.63327e-20 3.39568e-20
8.36753e-20 7.62903e-20 1.33486e-20 1.31187e-20 3.62070e-20 3.38392e-20
8.33973e-20 7.60327e-20 1.32897e-20 1.30623e-20 3.60819e-20 3.37222e-20
8.31205e-20 7.57762e-20 1.32311e-20 1.30063e-20 3.59575e-20 3.36058e-20
8.28451e-20 7.55210e-20 1.31728e-20 1.29505e-20 3.58336e-20 3.34899e-20
8.25709e-20 7.52670e-20 1.31149e-20 1.28951e-20 3.57104e-20 3.33746e-20
8.22979e-20 7.50141e-20 1.30572e-20 1.28399e-20 3.55878e-20 3.32599e-20
8.20262e-20 7.47624e-20 1.29999e-20 1.27850e-20 3.54657e-20 3.31457e-20
8.17557e-20 7.45119e-20 1.29428e-20 1.27303e-20 3.53443e-20 3.30321e-20
8.14865e-20 7.42625e-20 1.28861e-20 1.26760e-20 3.52234e-20 3.29190e-20
8.12184e-20 7.40143e-20 1.28297e-20 1.26219e-20 3.51032e-20 3.28065e-20
8.09516e-20 7.37672e-20 1.27735e-20 1.25680e-20 3.49835e-20 3.26946e-20
8.06859e-20 7.35212e-20 1.27177e-20 1.25144e-20 3.48644e-20 3.25831e-20
8.04214e-20 7.32763e-20 1.26621e-20 1.24611e-20 3.47459e-20 3.24722e-20
8.01581e-20 7.30326e-20 1.26069e-20 1.24080e-20 3.46280e-20 3.23619e-20
7.98959e-20 7.27899e-20 1.25519e-20 1.23552e-20 3.45106e-20 3.22521e-20
7.96349e-20 7.25483e-20 1.24972e-20 1.23026e-20 3.43938e-20 3.21428e-20
7.93749e-20 7.23078e-20 1.24428e-20 1.22503e-20 3.42776e-20 3.20341e-20
7.91161e-20 7.20683e-20 1.23886e-20 1.21982e-20 3.41619e-20 3.19258e-20
7.88585e-20 7.18299e-20 1.23348e-20 1.21464e-20 3.40468e-20 3.18181e-20
7.86019e-20 7.15926e-20 1.22812e-20 1.20947e-20 3.39323e-20 3.17109e-20
7.83464e-20 7.13563e-20 1.22279e-20 1.20434e-20 3.38183e-20 3.16042e-20
7.80919e-20 7.11210e-20 1.21748e-20 1.19922e-20 3.37048e-20 3.14981e-20
7.78386e-20 7.08868e-20 1.21221e-20 1.19413e-20 3.35919e-20 3.13924e-20
7.75863e-20 7.06536e-20 1.20696e-20 1.18906e-20 3.34795e-20 3.12873e-20
7.73350e-20 7.04214e-20 1.20173e-20 1.18402e-20 3.33677e-20 3.11826e-20
7.70848e-20 7.01901e-20 1.19653e-20 1.17900e-20 3.32564e-20 3.10785e-20
7.68356e-20 6.99599e-20 1.19136e-20 1.17399e-20 3.31456e-20 3.09748e-20
