# N0-SQE,   N0-GMV,  N1-SQE,  N1-GMV,  N0-SQE(curl), N0-GMV(curl)
1.56154e-17 1.52112e-17 2.59138e-19 2.59054e-19 2.10729e-17 2.05208e-17
1.55269e-17 1.51251e-17 2.57771e-19 2.57660e-19 2.09486e-17 2.03994e-17
1.54389e-17 1.50395e-17 2.56401e-19 2.56264e-19 2.08252e-17 2.02790e-17
1.53515e-17 1.49544e-17 2.55029e-19 2.54864e-19 2.07026e-17 2.01595e-17
1.52646e-17 1.48699e-17 2.53654e-19 2.53462e-19 2.05810e-17 2.00408e-17
1.51782e-17 1.47859e-17 2.52277e-19 2.52057e-19 2.04603e-17 1.99230e-17
1.50924e-17 1.47025e-17 2.50898e-19 2.50650e-19 2.03404e-17 1.98061e-17
1.50071e-17 1.46195e-17 2.49517e-19 2.49241e-19 2.02215e-17 1.96900e-17
1.49224e-17 1.45371e-17 2.48133e-19 2.47829e-19 2.01033e-17 1.95748e-17
1.48381e-17 1.44552e-17 2.46748e-19 2.46415e-19 1.99861e-17 1.94603e-17
1.47544e-17 1.43738e-17 2.45361e-19 2.44999e-19 1.98696e-17 1.93468e-17
1.46712e-17 1.42929e-17 2.43971e-19 2.43581e-19 1.97541e-17 1.92340e-17
1.45885e-17 1.42125e-17 2.42581e-19 2.42161e-19 1.96393e-17 1.91221e-17
1.45063e-17 1.41326e-17 2.41188e-19 2.40740e-19 1.95254e-17 1.90109e-17
1.44246e-17 1.40532e-17 2.39794e-19 2.39316e-19 1.94122e-17 1.89006e-17
1.43435e-17 1.39743e-17 2.38399e-19 2.37892e-19 1.92999e-17 1.87911e-17
1.42628e-17 1.38959e-17 2.37002e-19 2.36466e-19 1.91884e-17 1.86823e-17
1.41826e-17 1.38180e-17 2.35604e-19 2.35039e-19 1.90777e-17 1.85743e-17
1.41029e-17 1.37405e-17 2.34205e-19 2.33611e-19 1.89678e-17 1.84671e-17
1.40237e-17 1.36636e-17 2.32805e-19 2.32182e-19 1.88586e-17 1.83607e-17
1.39450e-17 1.35871e-17 2.31405e-19 2.30752e-19 1.87502e-17 1.82550e-17
1.38668e-17 1.35111e-17 2.30003e-19 2.29321e-19 1.86426e-17 1.81500e-17
1.37891e-17 1.34356e-17 2.28601e-19 2.27890e-19 1.85357e-17 1.80458e-17
1.37118e-17 1.33605e-17 2.27199e-19 2.26459e-19 1.84296e-17 1.79424e-17
1.36351e-17 1.32860e-17 2.25797e-19 2.25027e-19 1.83243e-17 1.78396e-17
1.35588e-17 1.32118e-17 2.24394e-19 2.23595e-19 1.82196e-17 1.77376e-17
1.34830e-17 1.31382e-17 2.22991e-19 2.22164e-19 1.81158e-17 1.76363e-17
1.34076e-17 1.30650e-17 2.21588e-19 2.20732e-19 1.80126e-17 1.75358e-17
1.33327e-17 1.29923e-17 2.20185e-19 2.19300e-19 1.79101e-17 1.74359e-17
1.32583e-17 1.29200e-17 2.18783e-19 2.17869e-19 1.78084e-17 1.73367e-17
1.31844e-17 1.28481e-17 2.17381e-19 2.16439e-19 1.77074e-17 1.72382e-17
1.31109e-17 1.27768e-17 2.15979e-19 2.15009e-19 1.76070e-17 1.71404e-17
1.30378e-17 1.27058e-17 2.14579e-19 2.13580e-19 1.75074e-17 1.70433e-17
1.29653e-17 1.26353e-17 2.13179e-19 2.12152e-19 1.74085e-17 1.69469e-17
1.28932e-17 1.25653e-17 2.11780e-19 2.10726e-19 1.73102e-17 1.68511e-17
1.28215e-17 1.24957e-17 2.10383e-19 2.09301e-19 1.72126e-17 1.67560e-17
1.27503e-17 1.24265e-17 2.08987e-19 2.07877e-19 1.71157e-17 1.66615e-17
1.26795e-17 1.23578e-17 2.07593e-19 2.06456e-19 1.70194e-17 1.65677e-17
1.26092e-17 1.22895e-17 2.06200e-19 2.05036e-19 1.69239e-17 1.64746e-17
1.25393e-17 1.22216e-17 2.04810e-19 2.03619e-19 1.68289e-17 1.63821e-17
1.24699e-17 1.21542e-17 2.03421e-19 2.02203e-19 1.67346e-17 1.62902e-17
1.24009e-17 1.20872e-17 2.02035e-19 2.00791e-19 1.66410e-17 1.61989e-17
1.23323e-17 1.20206e-17 2.00651e-19 1.99380e-19 1.65480e-17 1.61083e-17
1.22642e-17 1.19544e-17 1.99270e-19 1.97973e-19 1.64556e-17 1.60183e-17
1.21965e-17 1.18886e-17 1.97891e-19 1.96568e-19 1.63639e-17 1.59289e-17
1.21292e-17 1.18233e-17 1.96515e-19 1.95167e-19 1.62727e-17 1.58401e-17
1.20624e-17 1.17584e-17 1.95142e-19 1.93769e-19 1.61822e-17 1.57520e-17
1.19960e-17 1.16939e-17 1.93772e-19 1.92374e-19 1.60923e-17 1.56644e-17
1.19300e-17 1.16298e-17 1.92406e-19 1.90982e-19 1.60030e-17 1.55774e-17
1.18645e-17 1.15661e-17 1.91042e-19 1.89594e-19 1.59143e-17 1.54910e-17
1.17993e-17 1.15028e-17 1.89683e-19 1.88210e-19 1.58262e-17 1.54052e-17
1.17346e-17 1.14400e-17 1.88327e-19 1.86830e-19 1.57387e-17 1.53200e-17
1.16703e-17 1.13775e-17 1.86974e-19 1.85453e-19 1.56518e-17 1.52353e-17
1.16064e-17 1.13154e-17 1.85626e-19 1.84081e-19 1.55655e-17 1.51512e-17
1.15430e-17 1.12538e-17 1.84282e-19 1.82714e-19 1.54797e-17 1.50677e-17
1.14799e-17 1.11925e-17 1.82942e-19 1.81351e-19 1.53946e-17 1.49847e-17
1.14172e-17 1.11316e-17 1.81607e-19 1.79993e-19 1.53099e-17 1.49023e-17
1.13550e-17 1.10711e-17 1.80276e-19 1.78640e-19 1.52259e-17 1.48205e-17
1.12932e-17 1.10110e-17 1.78950e-19 1.77292e-19 1.51424e-17 1.47391e-17
1.12317e-17 1.09513e-17 1.77629e-19 1.75949e-19 1.50595e-17 1.46584e-17
1.11707e-17 1.08920e-17 1.76313e-19 1.74611e-19 1.49771e-17 1.45781e-17
1.11101e-17 1.08331e-17 1.75002e-19 1.73279e-19 1.48952e-17 1.44985e-17
1.10498e-17 1.07745e-17 1.73697e-19 1.71953e-19 1.48139e-17 1.44193e-17
1.09900e-17 1.07164e-17 1.72397e-19 1.70632e-19 1.47332e-17 1.43406e-17
1.09306e-17 1.06586e-17 1.71102e-19 1.69318e-19 1.46529e-17 1.42625e-17
1.08715e-17 1.06012e-17 1.69813e-19 1.68009e-19 1.45732e-17 1.41849e-17
1.08129e-17 1.05441e-17 1.68530e-19 1.66706e-19 1.44940e-17 1.41078e-17
1.07546e-17 1.04875e-17 1.67253e-19 1.65410e-19 1.44154e-17 1.40312e-17
1.06967e-17 1.04312e-17 1.65982e-19 1.64120e-19 1.43372e-17 1.39552e-17
1.06392e-17 1.03753e-17 1.64716e-19 1.62836e-19 1.42596e-17 1.38796e-17
1.05821e-17 1.03197e-17 1.63457e-19 1.61559e-19 1.41825e-17 1.38045e-17
1.05254e-17 1.02645e-17 1.62205e-19 1.60288e-19 1.41059e-17 1.37299e-17
1.04690e-17 1.02097e-17 1.60958e-19 1.59025e-19 1.40297e-17 1.36558e-17
1.04130e-17 1.01553e-17 1.59718e-19 1.57768e-19 1.39541e-17 1.35822e-17
1.03574e-17 1.01012e-17 1.58485e-19 1.56518e-19 1.38790e-17 1.35091e-17
1.03022e-17 1.00474e-17 1.57259e-19 1.55275e-19 1.38044e-17 1.34364e-17
1.02473e-17 9.99405e-18 1.56039e-19 1.54040e-19 1.37302e-17 1.33642e-17
1.01929e-17 9.94102e-18 1.54827e-19 1.52811e-19 1.36565e-17 1.32925e-17
1.01387e-17 9.88834e-18 1.53621e-19 1.51591e-19 1.35833e-17 1.32212e-17
1.00850e-17 9.83602e-18 1.52423e-19 1.50377e-19 1.35106e-17 1.31505e-17
1.00316e-17 9.78405e-18 1.51232e-19 1.49172e-19 1.34383e-17 1.30801e-17
9.97857e-18 9.73242e-18 1.50048e-19 1.47974e-19 1.33666e-17 1.30103e-17
9.92591e-18 9.68114e-18 1.48871e-19 1.46784e-19 1.32952e-17 1.29408e-17
9.87360e-18 9.63021e-18 1.47702e-19 1.45601e-19 1.32244e-17 1.28719e-17
9.82165e-18 9.57961e-18 1.46541e-19 1.44427e-19 1.31540e-17 1.28033e-17
9.77006e-18 9.52936e-18 1.45386e-19 1.43261e-19 1.30840e-17 1.27353e-17
9.71882e-18 9.47944e-18 1.44240e-19 1.42102e-19 1.30145e-17 1.26676e-17
9.66793e-18 9.42987e-18 1.43101e-19 1.40952e-19 1.29455e-17 1.26004e-17
9.61739e-18 9.38062e-18 1.41970e-19 1.39810e-19 1.28768e-17 1.25336e-17
9.56719e-18 9.33171e-18 1.40847e-19 1.38676e-19 1.28087e-17 1.24673e-17
9.51734e-18 9.28313e-18 1.39732e-19 1.37550e-19 1.27409e-17 1.24014e-17
9.46784e-18 9.23488e-18 1.38624e-19 1.36432e-19 1.26736e-17 1.23359e-17
9.41868e-18 9.18696e-18 1.37525e-19 1.35323e-19 1.26068e-17 1.22708e-17
9.36986e-18 9.13936e-18 1.36434e-19 1.34223e-19 1.25403e-17 1.22061e-17
9.32137e-18 9.09209e-18 1.35350e-19 1.33130e-19 1.24743e-17 1.21419e-17
9.27322e-18 9.04514e-18 1.34275e-19 1.32047e-19 1.24087e-17 1.20780e-17
9.22541e-18 8.99851e-18 1.33208e-19 1.30972e-19 1.23435e-17 1.20146e-17
9.17792e-18 8.95219e-18 1.32150e-19 1.29906e-19 1.22787e-17 1.19516e-17
9.13077e-18 8.90620e-18 1.31100e-19 1.28849e-19 1.22144e-17 1.18889e-17
9.08395e-18 8.86052e-18 1.30058e-19 1.27800e-19 1.21504e-17 1.18267e-17
9.03745e-18 8.81515e-18 1.29025e-19 1.26761e-19 1.20869e-17 1.17649e-17
8.99128e-18 8.77009e-18 1.28000e-19 1.25730e-19 1.20237e-17 1.17034e-17
8.94543e-18 8.72534e-18 1.26983e-19 1.24708e-19 1.19610e-17 1.16424e-17
8.89990e-18 8.68090e-18 1.25976e-19 1.23696e-19 1.18986e-17 1.15817e-17
8.85469e-18 8.63677e-18 1.24976e-19 1.22692e-19 1.18367e-17 1.15214e-17
8.80979e-18 8.59293e-18 1.23986e-19 1.21697e-19 1.17751e-17 1.14615e-17
8.76521e-18 8.54940e-18 1.23004e-19 1.20712e-19 1.17139e-17 1.14020e-17
8.72095e-18 8.50618e-18 1.22030e-19 1.19735e-19 1.16532e-17 1.13428e-17
8.67699e-18 8.46324e-18 1.21065e-19 1.18767e-19 1.15928e-17 1.12840e-17
8.63334e-18 8.42061e-18 1.20109e-19 1.17809e-19 1.15327e-17 1.12256e-17
8.59001e-18 8.37827e-18 1.19162e-19 1.16860e-19 1.14731e-17 1.11676e-17
8.54697e-18 8.33622e-18 1.18223e-19 1.15919e-19 1.14138e-17 1.11099e-17
8.50424e-18 8.29447e-18 1.17293e-19 1.14988e-19 1.13549e-17 1.10526e-17
8.46181e-18 8.25300e-18 1.16371e-19 1.14066e-19 1.12964e-17 1.09956e-17
8.41968e-18 8.21182e-18 1.15459e-19 1.13153e-19 1.12382e-17 1.09390e-17
8.37785e-18 8.17093e-18 1.14555e-19 1.12250e-19 1.11804e-17 1.08828e-17
8.33632e-18 8.13032e-18 1.13659e-19 1.11355e-19 1.11230e-17 1.08269e-17
8.29507e-18 8.08999e-18 1.12772e-19 1.10470e-19 1.10659e-17 1.07713e-17
8.25412e-18 8.04994e-18 1.11894e-19 1.09593e-19 1.10092e-17 1.07161e-17
8.21346e-18 8.01017e-18 1.11025e-19 1.08726e-19 1.09528e-17 1.06613e-17
8.17309e-18 7.97068e-18 1.10165e-19 1.07868e-19 1.08968e-17 1.06068e-17
8.13300e-18 7.93146e-18 1.09313e-19 1.07019e-19 1.08411e-17 1.05526e-17
8.09320e-18 7.89252e-18 1.08469e-19 1.06180e-19 1.07858e-17 1.04987e-17
8.05368e-18 7.85385e-18 1.07635e-19 1.05349e-19 1.07308e-17 1.04452e-17
8.01444e-18 7.81544e-18 1.06808e-19 1.04527e-19 1.06762e-17 1.03921e-17
7.97548e-18 7.77730e-18 1.05991e-19 1.03714e-19 1.06219e-17 1.03392e-17
7.93679e-18 7.73943e-18 1.05182e-19 1.02911e-19 1.05679e-17 1.02867e-17
7.89838e-18 7.70183e-18 1.04382e-19 1.02116e-19 1.05143e-17 1.02345e-17
7.86024e-18 7.66448e-18 1.03590e-19 1.01330e-19 1.04610e-17 1.01826e-17
7.82238e-18 7.62740e-18 1.02806e-19 1.00553e-19 1.04080e-17 1.01311e-17
7.78478e-18 7.59057e-18 1.02031e-19 9.97853e-20 1.03554e-17 1.00799e-17
7.74744e-18 7.55400e-18 1.01265e-19 9.90261e-20 1.03031e-17 1.00290e-17
7.71038e-18 7.51769e-18 1.00507e-19 9.82758e-20 1.02511e-17 9.97837e-18
7.67357e-18 7.48163e-18 9.97567e-20 9.75343e-20 1.01994e-17 9.92808e-18
7.63703e-18 7.44582e-18 9.90153e-20 9.68015e-20 1.01481e-17 9.87810e-18
7.60075e-18 7.41026e-18 9.82821e-20 9.60775e-20 1.00971e-17 9.82844e-18
7.56472e-18 7.37495e-18 9.75573e-20 9.53621e-20 1.00464e-17 9.77907e-18
7.52895e-18 7.33988e-18 9.68406e-20 9.46554e-20 9.99596e-18 9.73001e-18
7.49343e-18 7.30506e-18 9.61322e-20 9.39573e-20 9.94587e-18 9.68125e-18
7.45816e-18 7.27048e-18 9.54319e-20 9.32677e-20 9.89608e-18 9.63279e-18
7.42315e-18 7.23615e-18 9.47397e-20 9.25867e-20 9.84661e-18 9.58463e-18
7.38838e-18 7.20205e-18 9.40556e-20 9.19141e-20 9.79744e-18 9.53676e-18
7.35386e-18 7.16819e-18 9.33796e-20 9.12500e-20 9.74857e-18 9.48919e-18
7.31958e-18 7.13456e-18 9.27115e-20 9.05942e-20 9.70000e-18 9.44190e-18
7.28554e-18 7.10117e-18 9.20514e-20 8.99468e-20 9.65172e-18 9.39491e-18
7.25174e-18 7.06801e-18 9.13992e-20 8.93077e-20 9.60375e-18 9.34820e-18
7.21819e-18 7.03508e-18 9.07548e-20 8.86768e-20 9.55606e-18 9.30178e-18
7.18486e-18 7.00238e-18 9.01183e-20 8.80540e-20 9.50867e-18 9.25564e-18
7.15178e-18 6.96991e-18 8.94895e-20 8.74395e-20 9.46157e-18 9.20978e-18
7.11893e-18 6.93766e-18 8.88685e-20 8.68330e-20 9.41476e-18 9.16420e-18
7.08630e-18 6.90564e-18 8.82551e-20 8.62345e-20 9.36823e-18 9.11889e-18
7.05391e-18 6.87383e-18 8.76493e-20 8.56440e-20 9.32199e-18 9.07386e-18
7.02174e-18 6.84225e-18 8.70511e-20 8.50613e-20 9.27603e-18 9.02911e-18
6.98980e-18 6.81089e-18 8.64603e-20 8.44865e-20 9.23035e-18 8.98463e-18
6.95809e-18 6.77974e-18 8.58771e-20 8.39195e-20 9.18494e-18 8.94042e-18
6.92659e-18 6.74881e-18 8.53012e-20 8.33602e-20 9.13982e-18 8.89647e-18
6.89532e-18 6.71809e-18 8.47326e-20 8.28086e-20 9.09496e-18 8.85279e-18
6.86426e-18 6.68758e-18 8.41713e-20 8.22645e-20 9.05039e-18 8.80938e-18
6.83342e-18 6.65728e-18 8.36172e-20 8.17279e-20 9.00608e-18 8.76623e-18
6.80280e-18 6.62719e-18 8.30702e-20 8.11987e-20 8.96204e-18 8.72333e-18
6.77239e-18 6.59731e-18 8.25304e-20 8.06769e-20 8.91827e-18 8.68070e-18
6.74218e-18 6.56763e-18 8.19975e-20 8.01625e-20 8.87476e-18 8.63833e-18
6.71219e-18 6.53816e-18 8.14717e-20 7.96553e-20 8.83152e-18 8.59621e-18
6.68241e-18 6.50889e-18 8.09528e-20 7.91552e-20 8.78853e-18 8.55434e-18
6.65283e-18 6.47981e-18 8.04407e-20 7.86623e-20 8.74581e-18 8.51273e-18
6.62346e-18 6.45094e-18 7.99354e-20 7.81764e-20 8.70335e-18 8.47136e-18
6.59429e-18 6.42226e-18 7.94369e-20 7.76976e-20 8.66114e-18 8.43025e-18
6.56531e-18 6.39378e-18 7.89451e-20 7.72256e-20 8.61919e-18 8.38938e-18
6.53654e-18 6.36549e-18 7.84598e-20 7.67605e-20 8.57749e-18 8.34876e-18
6.50797e-18 6.33740e-18 7.79812e-20 7.63021e-20 8.53605e-18 8.30838e-18
6.47959e-18 6.30949e-18 7.75090e-20 7.58505e-20 8.49485e-18 8.26824e-18
6.45140e-18 6.28177e-18 7.70433e-20 7.54056e-20 8.45390e-18 8.22834e-18
6.42341e-18 6.25424e-18 7.65839e-20 7.49671e-20 8.41320e-18 8.18869e-18
6.39560e-18 6.22689e-18 7.61308e-20 7.45352e-20 8.37274e-18 8.14927e-18
6.36799e-18 6.19973e-18 7.56839e-20 7.41096e-20 8.33252e-18 8.11008e-18
6.34056e-18 6.17275e-18 7.52431e-20 7.36903e-20 8.29255e-18 8.07113e-18
6.31332e-18 6.14596e-18 7.48084e-20 7.32773e-20 8.25282e-18 8.03241e-18
6.28626e-18 6.11934e-18 7.43797e-20 7.28703e-20 8.21332e-18 7.99392e-18
6.25938e-18 6.09290e-18 7.39569e-20 7.24695e-20 8.17406e-18 7.95566e-18
6.23268e-18 6.06663e-18 7.35399e-20 7.20746e-20 8.13504e-18 7.91763e-18
6.20616e-18 6.04054e-18 7.31287e-20 7.16856e-20 8.09625e-18 7.87983e-18
6.17982e-18 6.01463e-18 7.27232e-20 7.13024e-20 8.05769e-18 7.84225e-18
6.15365e-18 5.98888e-18 7.23234e-20 7.09250e-20 8.01936e-18 7.80489e-18
6.12766e-18 5.96331e-18 7.19291e-20 7.05532e-20 7.98126e-18 7.76776e-18
6.10184e-18 5.93790e-18 7.15404e-20 7.01871e-20 7.94339e-18 7.73084e-18
6.07619e-18 5.91266e-18 7.11570e-20 6.98264e-20 7.90574e-18 7.69415e-18
6.05071e-18 5.88759e-18 7.07791e-20 6.94712e-20 7.86832e-18 7.65767e-18
6.02539e-18 5.86268e-18 7.04064e-20 6.91214e-20 7.83112e-18 7.62140e-18
6.00024e-18 5.83793e-18 7.00390e-20 6.87769e-20 7.79414e-18 7.58536e-18
5.97526e-18 5.81335e-18 6.96768e-20 6.84376e-20 7.75739e-18 7.54952e-18
5.95044e-18 5.78892e-18 6.93197e-20 6.81035e-20 7.72085e-18 7.51390e-18
5.92578e-18 5.76465e-18 6.89676e-20 6.77744e-20 7.68452e-18 7.47848e-18
5.90128e-18 5.74054e-18 6.86204e-20 6.74503e-20 7.64841e-18 7.44328e-18
5.87694e-18 5.71659e-18 6.82782e-20 6.71311e-20 7.61252e-18 7.40828e-18
5.85275e-18 5.69279e-18 6.79407e-20 6.68167e-20 7.57684e-18 7.37349e-18
5.82872e-18 5.66914e-18 6.76079e-20 6.65070e-20 7.54137e-18 7.33890e-18
5.80484e-18 5.64564e-18 6.72798e-20 6.62019e-20 7.50610e-18 7.30451e-18
5.78112e-18 5.62230e-18 6.69563e-20 6.59014e-20 7.47105e-18 7.27033e-18
5.75754e-18 5.59910e-18 6.66372e-20 6.56054e-20 7.43620e-18 7.23635e-18
5.73412e-18 5.57605e-18 6.63226e-20 6.53137e-20 7.40156e-18 7.20257e-18
5.71084e-18 5.55314e-18 6.60123e-20 6.50263e-20 7.36712e-18 7.16898e-18
5.68771e-18 5.53038e-18 6.57063e-20 6.47431e-20 7.33289e-18 7.13559e-18
5.66472e-18 5.50777e-18 6.54045e-20 6.44641e-20 7.29886e-18 7.10240e-18
5.64188e-18 5.48529e-18 6.51068e-20 6.41891e-20 7.26502e-18 7.06940e-18
5.61918e-18 5.46295e-18 6.48132e-20 6.39181e-20 7.23139e-18 7.03660e-18
5.59661e-18 5.44076e-18 6.45236e-20 6.36511e-20 7.19795e-18 7.00398e-18
5.57419e-18 5.41870e-18 6.42380e-20 6.33879e-20 7.16471e-18 6.97155e-18
5.55191e-18 5.39678e-18 6.39562e-20 6.31285e-20 7.13166e-18 6.93932e-18
5.52976e-18 5.37499e-18 6.36783e-20 6.28727e-20 7.09880e-18 6.90727e-18
5.50775e-18 5.35334e-18 6.34041e-20 6.26206e-20 7.06614e-18 6.87541e-18
5.48587e-18 5.33182e-18 6.31336e-20 6.23721e-20 7.03367e-18 6.84373e-18
5.46412e-18 5.31043e-18 6.28667e-20 6.21271e-20 7.00138e-18 6.81223e-18
5.44251e-18 5.28917e-18 6.26034e-20 6.18854e-20 6.96929e-18 6.78092e-18
5.42102e-18 5.26805e-18 6.23435e-20 6.16471e-20 6.93738e-18 6.74979e-18
5.39967e-18 5.24704e-18 6.20870e-20 6.14120e-20 6.90566e-18 6.71884e-18
5.37844e-18 5.22617e-18 6.18338e-20 6.11800e-20 6.87412e-18 6.68807e-18
5.35733e-18 5.20542e-18 6.15839e-20 6.09511e-20 6.84277e-18 6.65748e-18
5.33635e-18 5.18479e-18 6.13371e-20 6.07252e-20 6.81159e-18 6.62706e-18
5.31550e-18 5.16429e-18 6.10934e-20 6.05022e-20 6.78060e-18 6.59682e-18
5.29476e-18 5.14391e-18 6.08528e-20 6.02820e-20 6.74978e-18 6.56675e-18
5.27415e-18 5.12365e-18 6.06151e-20 6.00646e-20 6.71915e-18 6.53686e-18
5.25366e-18 5.10351e-18 6.03804e-20 5.98499e-20 6.68869e-18 6.50713e-18
5.23328e-18 5.08349e-18 6.01484e-20 5.96378e-20 6.65841e-18 6.47758e-18
5.21303e-18 5.06358e-18 5.99193e-20 5.94282e-20 6.62830e-18 6.44820e-18
5.19288e-18 5.04379e-18 5.96929e-20 5.92212e-20 6.59836e-18 6.41899e-18
5.17286e-18 5.02412e-18 5.94691e-20 5.90165e-20 6.56860e-18 6.38994e-18
5.15294e-18 5.00456e-18 5.92479e-20 5.88142e-20 6.53901e-18 6.36106e-18
5.13314e-18 4.98511e-18 5.90292e-20 5.86142e-20 6.50958e-18 6.33235e-18
5.11345e-18 4.96577e-18 5.88130e-20 5.84164e-20 6.48033e-18 6.30380e-18
5.09388e-18 4.94655e-18 5.85993e-20 5.82208e-20 6.45124e-18 6.27541e-18
5.07441e-18 4.92743e-18 5.83879e-20 5.80273e-20 6.42232e-18 6.24718e-18
5.05504e-18 4.90842e-18 5.81788e-20 5.78358e-20 6.39357e-18 6.21912e-18
5.03579e-18 4.88952e-18 5.79719e-20 5.76463e-20 6.36498e-18 6.19121e-18
5.01664e-18 4.87073e-18 5.77672e-20 5.74587e-20 6.33655e-18 6.16346e-18
4.99760e-18 4.85204e-18 5.75646e-20 5.72728e-20 6.30828e-18 6.13587e-18
4.97866e-18 4.83345e-18 5.73640e-20 5.70888e-20 6.28018e-18 6.10844e-18
4.95982e-18 4.81497e-18 5.71654e-20 5.69063e-20 6.25223e-18 6.08116e-18
4.94108e-18 4.79659e-18 5.69686e-20 5.67256e-20 6.22444e-18 6.05404e-18
4.92245e-18 4.77831e-18 5.67737e-20 5.65463e-20 6.19681e-18 6.02707e-18
4.90391e-18 4.76013e-18 5.65806e-20 5.63685e-20 6.16934e-18 6.00025e-18
4.88547e-18 4.74205e-18 5.63891e-20 5.61922e-20 6.14202e-18 5.97359e-18
4.86714e-18 4.72407e-18 5.61994e-20 5.60172e-20 6.11486e-18 5.94707e-18
4.84889e-18 4.70619e-18 5.60112e-20 5.58435e-20 6.08785e-18 5.92071e-18
4.83074e-18 4.68840e-18 5.58246e-20 5.56711e-20 6.06099e-18 5.89449e-18
4.81269e-18 4.67071e-18 5.56394e-20 5.54999e-20 6.03429e-18 5.86842e-18
4.79473e-18 4.65311e-18 5.54557e-20 5.53298e-20 6.00773e-18 5.84249e-18
4.77687e-18 4.63561e-18 5.52734e-20 5.51608e-20 5.98132e-18 5.81671e-18
4.75909e-18 4.61819e-18 5.50924e-20 5.49928e-20 5.95506e-18 5.79108e-18
4.74141e-18 4.60087e-18 5.49127e-20 5.48258e-20 5.92895e-18 5.76559e-18
4.72382e-18 4.58365e-18 5.47342e-20 5.46597e-20 5.90299e-18 5.74024e-18
4.70631e-18 4.56651e-18 5.45570e-20 5.44945e-20 5.87717e-18 5.71503e-18
4.68890e-18 4.54946e-18 5.43808e-20 5.43302e-20 5.85149e-18 5.68997e-18
4.67157e-18 4.53250e-18 5.42057e-20 5.41666e-20 5.82596e-18 5.66504e-18
4.65433e-18 4.51563e-18 5.40317e-20 5.40037e-20 5.80057e-18 5.64025e-18
4.63717e-18 4.49884e-18 5.38586e-20 5.38415e-20 5.77532e-18 5.61560e-18
4.62010e-18 4.48214e-18 5.36864e-20 5.36799e-20 5.75021e-18 5.59109e-18
4.60312e-18 4.46552e-18 5.35151e-20 5.35188e-20 5.72524e-18 5.56672e-18
4.58621e-18 4.44899e-18 5.33446e-20 5.33583e-20 5.70041e-18 5.54247e-18
4.56939e-18 4.43255e-18 5.31749e-20 5.31982e-20 5.67571e-18 5.51837e-18
4.55265e-18 4.41618e-18 5.30059e-20 5.30385e-20 5.65115e-18 5.49439e-18
4.53600e-18 4.39990e-18 5.28375e-20 5.28791e-20 5.62673e-18 5.47055e-18
4.51942e-18 4.38370e-18 5.26698e-20 5.27201e-20 5.60244e-18 5.44684e-18
4.50292e-18 4.36758e-18 5.25026e-20 5.25614e-20 5.57829e-18 5.42326e-18
4.48650e-18 4.35153e-18 5.23360e-20 5.24029e-20 5.55427e-18 5.39981e-18
4.47016e-18 4.33557e-18 5.21699e-20 5.22446e-20 5.53038e-18 5.37649e-18
4.45390e-18 4.31969e-18 5.20042e-20 5.20864e-20 5.50663e-18 5.35330e-18
4.43771e-18 4.30388e-18 5.18390e-20 5.19284e-20 5.48300e-18 5.33023e-18
4.42160e-18 4.28815e-18 5.16741e-20 5.17704e-20 5.45950e-18 5.30729e-18
4.40556e-18 4.27250e-18 5.15096e-20 5.16125e-20 5.43613e-18 5.28448e-18
4.38960e-18 4.25692e-18 5.13453e-20 5.14546e-20 5.41289e-18 5.26179e-18
4.37371e-18 4.24142e-18 5.11814e-20 5.12966e-20 5.38977e-18 5.23923e-18
4.35790e-18 4.22599e-18 5.10176e-20 5.11386e-20 5.36679e-18 5.21679e-18
4.34216e-18 4.21063e-18 5.08541e-20 5.09805e-20 5.34392e-18 5.19447e-18
4.32649e-18 4.19535e-18 5.06907e-20 5.08223e-20 5.32118e-18 5.17227e-18
4.31089e-18 4.18014e-18 5.05275e-20 5.06639e-20 5.29857e-18 5.15019e-18
4.29536e-18 4.16500e-18 5.03644e-20 5.05053e-20 5.27607e-18 5.12824e-18
4.27990e-18 4.14993e-18 5.02013e-20 5.03466e-20 5.25370e-18 5.10640e-18
4.26452e-18 4.13493e-18 5.00383e-20 5.01875e-20 5.23145e-18 5.08468e-18
4.24920e-18 4.12000e-18 4.98753e-20 5.00283e-20 5.20932e-18 5.06308e-18
4.23395e-18 4.10515e-18 4.97122e-20 4.98687e-20 5.18731e-18 5.04159e-18
4.21876e-18 4.09036e-18 4.95492e-20 4.97089e-20 5.16541e-18 5.02022e-18
4.20365e-18 4.07563e-18 4.93861e-20 4.95487e-20 5.14364e-18 4.99897e-18
4.18860e-18 4.06098e-18 4.92228e-20 4.93881e-20 5.12198e-18 4.97783e-18
4.17362e-18 4.04639e-18 4.90595e-20 4.92272e-20 5.10044e-18 4.95680e-18
4.15870e-18 4.03187e-18 4.88960e-20 4.90659e-20 5.07901e-18 4.93589e-18
4.14385e-18 4.01742e-18 4.87324e-20 4.89041e-20 5.05770e-18 4.91509e-18
4.12907e-18 4.00302e-18 4.85686e-20 4.87420e-20 5.03650e-18 4.89440e-18
4.11434e-18 3.98870e-18 4.84046e-20 4.85794e-20 5.01541e-18 4.87382e-18
4.09969e-18 3.97444e-18 4.82403e-20 4.84163e-20 4.99444e-18 4.85335e-18
4.08509e-18 3.96024e-18 4.80758e-20 4.82527e-20 4.97358e-18 4.83299e-18
