#    L    TT             EE             BB             TE          
  7147   0.112466E+00   0.150664E-02   0.925145E-03  -0.194968E-02
  7148   0.112288E+00   0.150577E-02   0.924665E-03  -0.194889E-02
  7149   0.112105E+00   0.150490E-02   0.924185E-03  -0.194810E-02
  7150   0.111917E+00   0.150404E-02   0.923705E-03  -0.194732E-02
  7151   0.111727E+00   0.150317E-02   0.923226E-03  -0.194656E-02
  7152   0.111535E+00   0.150231E-02   0.922748E-03  -0.194579E-02
  7153   0.111342E+00   0.150145E-02   0.922269E-03  -0.194503E-02
  7154   0.111150E+00   0.150059E-02   0.921791E-03  -0.194426E-02
  7155   0.110960E+00   0.149973E-02   0.921313E-03  -0.194350E-02
  7156   0.110774E+00   0.149887E-02   0.920834E-03  -0.194272E-02
  7157   0.110592E+00   0.149801E-02   0.920356E-03  -0.194194E-02
  7158   0.110417E+00   0.149715E-02   0.919877E-03  -0.194115E-02
  7159   0.110248E+00   0.149628E-02   0.919398E-03  -0.194034E-02
  7160   0.110087E+00   0.149541E-02   0.918919E-03  -0.193951E-02
  7161   0.109935E+00   0.149454E-02   0.918439E-03  -0.193867E-02
  7162   0.109792E+00   0.149367E-02   0.917959E-03  -0.193781E-02
  7163   0.109661E+00   0.149279E-02   0.917479E-03  -0.193693E-02
  7164   0.109540E+00   0.149190E-02   0.916997E-03  -0.193602E-02
  7165   0.109432E+00   0.149102E-02   0.916515E-03  -0.193509E-02
  7166   0.109336E+00   0.149012E-02   0.916033E-03  -0.193414E-02
  7167   0.109252E+00   0.148922E-02   0.915550E-03  -0.193315E-02
  7168   0.109182E+00   0.148832E-02   0.915066E-03  -0.193215E-02
  7169   0.109124E+00   0.148741E-02   0.914581E-03  -0.193111E-02
  7170   0.109079E+00   0.148650E-02   0.914096E-03  -0.193005E-02
  7171   0.109047E+00   0.148558E-02   0.913610E-03  -0.192897E-02
  7172   0.109027E+00   0.148465E-02   0.913123E-03  -0.192785E-02
  7173   0.109019E+00   0.148372E-02   0.912636E-03  -0.192672E-02
  7174   0.109023E+00   0.148279E-02   0.912148E-03  -0.192556E-02
  7175   0.109037E+00   0.148185E-02   0.911659E-03  -0.192438E-02
  7176   0.109061E+00   0.148091E-02   0.911170E-03  -0.192318E-02
  7177   0.109095E+00   0.147996E-02   0.910681E-03  -0.192196E-02
  7178   0.109136E+00   0.147902E-02   0.910191E-03  -0.192072E-02
  7179   0.109185E+00   0.147806E-02   0.909701E-03  -0.191947E-02
  7180   0.109240E+00   0.147711E-02   0.909211E-03  -0.191821E-02
  7181   0.109299E+00   0.147615E-02   0.908721E-03  -0.191694E-02
  7182   0.109362E+00   0.147520E-02   0.908230E-03  -0.191567E-02
  7183   0.109428E+00   0.147424E-02   0.907740E-03  -0.191439E-02
  7184   0.109494E+00   0.147328E-02   0.907250E-03  -0.191310E-02
  7185   0.109560E+00   0.147232E-02   0.906760E-03  -0.191182E-02
  7186   0.109625E+00   0.147137E-02   0.906270E-03  -0.191055E-02
  7187   0.109687E+00   0.147041E-02   0.905781E-03  -0.190928E-02
  7188   0.109745E+00   0.146946E-02   0.905292E-03  -0.190802E-02
  7189   0.109798E+00   0.146851E-02   0.904804E-03  -0.190678E-02
  7190   0.109844E+00   0.146756E-02   0.904317E-03  -0.190554E-02
  7191   0.109882E+00   0.146662E-02   0.903830E-03  -0.190433E-02
  7192   0.109912E+00   0.146568E-02   0.903344E-03  -0.190313E-02
  7193   0.109933E+00   0.146475E-02   0.902859E-03  -0.190196E-02
  7194   0.109943E+00   0.146382E-02   0.902375E-03  -0.190081E-02
  7195   0.109942E+00   0.146289E-02   0.901892E-03  -0.189968E-02
  7196   0.109930E+00   0.146198E-02   0.901409E-03  -0.189858E-02
  7197   0.109905E+00   0.146107E-02   0.900928E-03  -0.189750E-02
  7198   0.109867E+00   0.146016E-02   0.900448E-03  -0.189645E-02
  7199   0.109817E+00   0.145926E-02   0.899969E-03  -0.189543E-02
  7200   0.109753E+00   0.145837E-02   0.899491E-03  -0.189444E-02
  7201   0.109677E+00   0.145748E-02   0.899015E-03  -0.189348E-02
  7202   0.109587E+00   0.145660E-02   0.898539E-03  -0.189254E-02
  7203   0.109485E+00   0.145573E-02   0.898064E-03  -0.189163E-02
  7204   0.109370E+00   0.145486E-02   0.897591E-03  -0.189074E-02
  7205   0.109244E+00   0.145400E-02   0.897118E-03  -0.188988E-02
  7206   0.109106E+00   0.145315E-02   0.896647E-03  -0.188905E-02
  7207   0.108958E+00   0.145230E-02   0.896176E-03  -0.188823E-02
  7208   0.108800E+00   0.145145E-02   0.895707E-03  -0.188743E-02
  7209   0.108633E+00   0.145061E-02   0.895238E-03  -0.188666E-02
  7210   0.108459E+00   0.144978E-02   0.894769E-03  -0.188589E-02
  7211   0.108278E+00   0.144895E-02   0.894302E-03  -0.188514E-02
  7212   0.108091E+00   0.144812E-02   0.893835E-03  -0.188440E-02
  7213   0.107901E+00   0.144729E-02   0.893368E-03  -0.188367E-02
  7214   0.107707E+00   0.144647E-02   0.892902E-03  -0.188295E-02
  7215   0.107512E+00   0.144565E-02   0.892436E-03  -0.188222E-02
  7216   0.107316E+00   0.144483E-02   0.891970E-03  -0.188149E-02
  7217   0.107121E+00   0.144401E-02   0.891504E-03  -0.188076E-02
  7218   0.106929E+00   0.144319E-02   0.891038E-03  -0.188003E-02
  7219   0.106740E+00   0.144237E-02   0.890573E-03  -0.187928E-02
  7220   0.106556E+00   0.144155E-02   0.890107E-03  -0.187852E-02
  7221   0.106378E+00   0.144073E-02   0.889640E-03  -0.187775E-02
  7222   0.106208E+00   0.143991E-02   0.889174E-03  -0.187696E-02
  7223   0.106045E+00   0.143908E-02   0.888707E-03  -0.187615E-02
  7224   0.105893E+00   0.143825E-02   0.888239E-03  -0.187532E-02
  7225   0.105750E+00   0.143742E-02   0.887771E-03  -0.187446E-02
  7226   0.105619E+00   0.143658E-02   0.887303E-03  -0.187358E-02
  7227   0.105499E+00   0.143574E-02   0.886833E-03  -0.187268E-02
  7228   0.105392E+00   0.143489E-02   0.886363E-03  -0.187174E-02
  7229   0.105298E+00   0.143404E-02   0.885893E-03  -0.187078E-02
  7230   0.105218E+00   0.143318E-02   0.885421E-03  -0.186979E-02
  7231   0.105150E+00   0.143232E-02   0.884949E-03  -0.186876E-02
  7232   0.105097E+00   0.143145E-02   0.884476E-03  -0.186771E-02
  7233   0.105057E+00   0.143058E-02   0.884002E-03  -0.186663E-02
  7234   0.105030E+00   0.142970E-02   0.883528E-03  -0.186552E-02
  7235   0.105017E+00   0.142882E-02   0.883053E-03  -0.186438E-02
  7236   0.105016E+00   0.142793E-02   0.882577E-03  -0.186321E-02
  7237   0.105028E+00   0.142704E-02   0.882100E-03  -0.186202E-02
  7238   0.105051E+00   0.142615E-02   0.881623E-03  -0.186080E-02
  7239   0.105084E+00   0.142524E-02   0.881146E-03  -0.185956E-02
  7240   0.105127E+00   0.142434E-02   0.880668E-03  -0.185830E-02
  7241   0.105179E+00   0.142343E-02   0.880189E-03  -0.185703E-02
  7242   0.105239E+00   0.142252E-02   0.879710E-03  -0.185574E-02
  7243   0.105305E+00   0.142160E-02   0.879231E-03  -0.185443E-02
  7244   0.105377E+00   0.142069E-02   0.878752E-03  -0.185312E-02
  7245   0.105452E+00   0.141977E-02   0.878273E-03  -0.185180E-02
  7246   0.105530E+00   0.141885E-02   0.877794E-03  -0.185048E-02
  7247   0.105610E+00   0.141793E-02   0.877315E-03  -0.184915E-02
  7248   0.105689E+00   0.141701E-02   0.876837E-03  -0.184783E-02
  7249   0.105767E+00   0.141609E-02   0.876358E-03  -0.184651E-02
  7250   0.105842E+00   0.141517E-02   0.875880E-03  -0.184520E-02
  7251   0.105913E+00   0.141426E-02   0.875403E-03  -0.184390E-02
  7252   0.105978E+00   0.141334E-02   0.874926E-03  -0.184262E-02
  7253   0.106037E+00   0.141243E-02   0.874450E-03  -0.184135E-02
  7254   0.106087E+00   0.141152E-02   0.873975E-03  -0.184010E-02
  7255   0.106129E+00   0.141062E-02   0.873501E-03  -0.183888E-02
  7256   0.106160E+00   0.140972E-02   0.873028E-03  -0.183767E-02
  7257   0.106181E+00   0.140883E-02   0.872555E-03  -0.183650E-02
  7258   0.106190E+00   0.140794E-02   0.872084E-03  -0.183535E-02
  7259   0.106186E+00   0.140705E-02   0.871614E-03  -0.183423E-02
  7260   0.106169E+00   0.140617E-02   0.871145E-03  -0.183313E-02
  7261   0.106138E+00   0.140530E-02   0.870677E-03  -0.183207E-02
  7262   0.106094E+00   0.140443E-02   0.870211E-03  -0.183105E-02
  7263   0.106035E+00   0.140357E-02   0.869745E-03  -0.183005E-02
  7264   0.105962E+00   0.140272E-02   0.869281E-03  -0.182908E-02
  7265   0.105875E+00   0.140187E-02   0.868818E-03  -0.182815E-02
  7266   0.105774E+00   0.140103E-02   0.868356E-03  -0.182724E-02
  7267   0.105660E+00   0.140019E-02   0.867896E-03  -0.182637E-02
  7268   0.105532E+00   0.139936E-02   0.867436E-03  -0.182552E-02
  7269   0.105392E+00   0.139854E-02   0.866978E-03  -0.182470E-02
  7270   0.105240E+00   0.139772E-02   0.866520E-03  -0.182390E-02
  7271   0.105078E+00   0.139691E-02   0.866064E-03  -0.182313E-02
  7272   0.104905E+00   0.139610E-02   0.865608E-03  -0.182237E-02
  7273   0.104724E+00   0.139529E-02   0.865153E-03  -0.182164E-02
  7274   0.104535E+00   0.139449E-02   0.864699E-03  -0.182092E-02
  7275   0.104340E+00   0.139370E-02   0.864245E-03  -0.182021E-02
  7276   0.104139E+00   0.139290E-02   0.863792E-03  -0.181951E-02
  7277   0.103935E+00   0.139211E-02   0.863339E-03  -0.181881E-02
  7278   0.103728E+00   0.139132E-02   0.862887E-03  -0.181812E-02
  7279   0.103520E+00   0.139053E-02   0.862434E-03  -0.181743E-02
  7280   0.103313E+00   0.138974E-02   0.861982E-03  -0.181673E-02
  7281   0.103108E+00   0.138895E-02   0.861530E-03  -0.181602E-02
  7282   0.102906E+00   0.138816E-02   0.861078E-03  -0.181531E-02
  7283   0.102709E+00   0.138737E-02   0.860625E-03  -0.181458E-02
  7284   0.102518E+00   0.138658E-02   0.860172E-03  -0.181384E-02
  7285   0.102335E+00   0.138579E-02   0.859719E-03  -0.181307E-02
  7286   0.102160E+00   0.138499E-02   0.859265E-03  -0.181229E-02
  7287   0.101995E+00   0.138419E-02   0.858811E-03  -0.181147E-02
  7288   0.101840E+00   0.138338E-02   0.858356E-03  -0.181064E-02
  7289   0.101698E+00   0.138258E-02   0.857900E-03  -0.180977E-02
  7290   0.101568E+00   0.138176E-02   0.857443E-03  -0.180887E-02
  7291   0.101452E+00   0.138094E-02   0.856986E-03  -0.180794E-02
  7292   0.101349E+00   0.138012E-02   0.856528E-03  -0.180698E-02
  7293   0.101261E+00   0.137929E-02   0.856068E-03  -0.180598E-02
  7294   0.101188E+00   0.137846E-02   0.855608E-03  -0.180495E-02
  7295   0.101130E+00   0.137762E-02   0.855147E-03  -0.180388E-02
  7296   0.101087E+00   0.137677E-02   0.854685E-03  -0.180278E-02
  7297   0.101059E+00   0.137592E-02   0.854223E-03  -0.180165E-02
  7298   0.101045E+00   0.137507E-02   0.853759E-03  -0.180048E-02
  7299   0.101046E+00   0.137420E-02   0.853294E-03  -0.179928E-02
  7300   0.101061E+00   0.137334E-02   0.852829E-03  -0.179804E-02
  7301   0.101089E+00   0.137246E-02   0.852363E-03  -0.179678E-02
  7302   0.101129E+00   0.137159E-02   0.851896E-03  -0.179549E-02
  7303   0.101180E+00   0.137071E-02   0.851428E-03  -0.179418E-02
  7304   0.101242E+00   0.136982E-02   0.850960E-03  -0.179285E-02
  7305   0.101313E+00   0.136893E-02   0.850492E-03  -0.179149E-02
  7306   0.101392E+00   0.136804E-02   0.850023E-03  -0.179012E-02
  7307   0.101478E+00   0.136714E-02   0.849554E-03  -0.178874E-02
  7308   0.101569E+00   0.136624E-02   0.849085E-03  -0.178735E-02
  7309   0.101664E+00   0.136534E-02   0.848615E-03  -0.178594E-02
  7310   0.101762E+00   0.136444E-02   0.848146E-03  -0.178454E-02
  7311   0.101860E+00   0.136354E-02   0.847677E-03  -0.178314E-02
  7312   0.101958E+00   0.136264E-02   0.847208E-03  -0.178174E-02
  7313   0.102054E+00   0.136174E-02   0.846739E-03  -0.178035E-02
  7314   0.102146E+00   0.136084E-02   0.846271E-03  -0.177897E-02
  7315   0.102234E+00   0.135995E-02   0.845804E-03  -0.177760E-02
  7316   0.102315E+00   0.135905E-02   0.845337E-03  -0.177625E-02
  7317   0.102388E+00   0.135816E-02   0.844871E-03  -0.177492E-02
  7318   0.102452E+00   0.135727E-02   0.844406E-03  -0.177362E-02
  7319   0.102506E+00   0.135639E-02   0.843942E-03  -0.177234E-02
  7320   0.102548E+00   0.135551E-02   0.843479E-03  -0.177109E-02
  7321   0.102578E+00   0.135463E-02   0.843017E-03  -0.176987E-02
  7322   0.102595E+00   0.135376E-02   0.842557E-03  -0.176868E-02
  7323   0.102598E+00   0.135290E-02   0.842097E-03  -0.176753E-02
  7324   0.102586E+00   0.135204E-02   0.841639E-03  -0.176641E-02
  7325   0.102559E+00   0.135119E-02   0.841182E-03  -0.176533E-02
  7326   0.102516E+00   0.135034E-02   0.840726E-03  -0.176429E-02
  7327   0.102458E+00   0.134950E-02   0.840272E-03  -0.176328E-02
  7328   0.102384E+00   0.134867E-02   0.839819E-03  -0.176231E-02
  7329   0.102294E+00   0.134784E-02   0.839367E-03  -0.176138E-02
  7330   0.102189E+00   0.134702E-02   0.838916E-03  -0.176049E-02
  7331   0.102069E+00   0.134621E-02   0.838467E-03  -0.175962E-02
  7332   0.101934E+00   0.134540E-02   0.838019E-03  -0.175880E-02
  7333   0.101786E+00   0.134459E-02   0.837572E-03  -0.175800E-02
  7334   0.101625E+00   0.134380E-02   0.837126E-03  -0.175723E-02
  7335   0.101452E+00   0.134300E-02   0.836681E-03  -0.175649E-02
  7336   0.101268E+00   0.134221E-02   0.836238E-03  -0.175578E-02
  7337   0.101074E+00   0.134143E-02   0.835794E-03  -0.175508E-02
  7338   0.100872E+00   0.134065E-02   0.835352E-03  -0.175440E-02
  7339   0.100662E+00   0.133987E-02   0.834910E-03  -0.175374E-02
  7340   0.100448E+00   0.133910E-02   0.834469E-03  -0.175309E-02
  7341   0.100229E+00   0.133832E-02   0.834028E-03  -0.175245E-02
  7342   0.100007E+00   0.133755E-02   0.833587E-03  -0.175181E-02
  7343   0.997842E-01   0.133678E-02   0.833146E-03  -0.175117E-02
  7344   0.995620E-01   0.133601E-02   0.832706E-03  -0.175053E-02
  7345   0.993420E-01   0.133524E-02   0.832265E-03  -0.174988E-02
  7346   0.991256E-01   0.133447E-02   0.831824E-03  -0.174922E-02
  7347   0.989144E-01   0.133369E-02   0.831383E-03  -0.174855E-02
  7348   0.987099E-01   0.133291E-02   0.830941E-03  -0.174786E-02
  7349   0.985135E-01   0.133214E-02   0.830499E-03  -0.174714E-02
  7350   0.983266E-01   0.133135E-02   0.830056E-03  -0.174641E-02
  7351   0.981504E-01   0.133057E-02   0.829613E-03  -0.174564E-02
  7352   0.979862E-01   0.132978E-02   0.829168E-03  -0.174485E-02
  7353   0.978349E-01   0.132898E-02   0.828723E-03  -0.174403E-02
  7354   0.976976E-01   0.132818E-02   0.828277E-03  -0.174317E-02
  7355   0.975750E-01   0.132738E-02   0.827829E-03  -0.174227E-02
  7356   0.974677E-01   0.132657E-02   0.827381E-03  -0.174134E-02
  7357   0.973765E-01   0.132575E-02   0.826932E-03  -0.174037E-02
  7358   0.973015E-01   0.132493E-02   0.826481E-03  -0.173936E-02
  7359   0.972430E-01   0.132410E-02   0.826029E-03  -0.173831E-02
  7360   0.972012E-01   0.132326E-02   0.825576E-03  -0.173723E-02
  7361   0.971758E-01   0.132242E-02   0.825123E-03  -0.173610E-02
  7362   0.971667E-01   0.132157E-02   0.824667E-03  -0.173494E-02
  7363   0.971735E-01   0.132072E-02   0.824211E-03  -0.173374E-02
  7364   0.971955E-01   0.131986E-02   0.823754E-03  -0.173250E-02
  7365   0.972322E-01   0.131900E-02   0.823296E-03  -0.173123E-02
  7366   0.972825E-01   0.131813E-02   0.822837E-03  -0.172993E-02
  7367   0.973457E-01   0.131726E-02   0.822377E-03  -0.172861E-02
  7368   0.974205E-01   0.131638E-02   0.821917E-03  -0.172725E-02
  7369   0.975058E-01   0.131550E-02   0.821456E-03  -0.172588E-02
  7370   0.976003E-01   0.131461E-02   0.820994E-03  -0.172448E-02
  7371   0.977024E-01   0.131372E-02   0.820532E-03  -0.172307E-02
  7372   0.978108E-01   0.131283E-02   0.820070E-03  -0.172164E-02
  7373   0.979240E-01   0.131194E-02   0.819607E-03  -0.172021E-02
  7374   0.980402E-01   0.131105E-02   0.819144E-03  -0.171878E-02
  7375   0.981580E-01   0.131016E-02   0.818682E-03  -0.171734E-02
  7376   0.982755E-01   0.130926E-02   0.818219E-03  -0.171591E-02
  7377   0.983913E-01   0.130837E-02   0.817757E-03  -0.171448E-02
  7378   0.985037E-01   0.130748E-02   0.817295E-03  -0.171307E-02
  7379   0.986110E-01   0.130660E-02   0.816834E-03  -0.171167E-02
  7380   0.987116E-01   0.130571E-02   0.816374E-03  -0.171029E-02
  7381   0.988042E-01   0.130483E-02   0.815914E-03  -0.170893E-02
  7382   0.988873E-01   0.130395E-02   0.815455E-03  -0.170760E-02
  7383   0.989595E-01   0.130308E-02   0.814997E-03  -0.170629E-02
  7384   0.990195E-01   0.130221E-02   0.814541E-03  -0.170502E-02
  7385   0.990664E-01   0.130135E-02   0.814085E-03  -0.170378E-02
  7386   0.990989E-01   0.130049E-02   0.813631E-03  -0.170258E-02
  7387   0.991164E-01   0.129964E-02   0.813177E-03  -0.170142E-02
  7388   0.991180E-01   0.129879E-02   0.812726E-03  -0.170030E-02
  7389   0.991032E-01   0.129795E-02   0.812275E-03  -0.169922E-02
  7390   0.990716E-01   0.129712E-02   0.811826E-03  -0.169819E-02
  7391   0.990228E-01   0.129630E-02   0.811378E-03  -0.169719E-02
  7392   0.989568E-01   0.129548E-02   0.810932E-03  -0.169624E-02
  7393   0.988737E-01   0.129466E-02   0.810487E-03  -0.169533E-02
  7394   0.987736E-01   0.129386E-02   0.810044E-03  -0.169447E-02
  7395   0.986570E-01   0.129306E-02   0.809602E-03  -0.169364E-02
  7396   0.985243E-01   0.129227E-02   0.809161E-03  -0.169286E-02
  7397   0.983763E-01   0.129148E-02   0.808721E-03  -0.169211E-02
  7398   0.982138E-01   0.129070E-02   0.808283E-03  -0.169140E-02
  7399   0.980379E-01   0.128993E-02   0.807845E-03  -0.169072E-02
  7400   0.978495E-01   0.128916E-02   0.807409E-03  -0.169007E-02
  7401   0.976500E-01   0.128839E-02   0.806974E-03  -0.168945E-02
  7402   0.974407E-01   0.128763E-02   0.806539E-03  -0.168885E-02
  7403   0.972229E-01   0.128687E-02   0.806105E-03  -0.168828E-02
  7404   0.969984E-01   0.128612E-02   0.805672E-03  -0.168771E-02
  7405   0.967685E-01   0.128536E-02   0.805239E-03  -0.168717E-02
  7406   0.965350E-01   0.128461E-02   0.804806E-03  -0.168663E-02
  7407   0.962996E-01   0.128386E-02   0.804374E-03  -0.168609E-02
  7408   0.960638E-01   0.128311E-02   0.803941E-03  -0.168556E-02
  7409   0.958296E-01   0.128236E-02   0.803509E-03  -0.168502E-02
  7410   0.955984E-01   0.128161E-02   0.803076E-03  -0.168447E-02
  7411   0.953721E-01   0.128085E-02   0.802643E-03  -0.168391E-02
  7412   0.951522E-01   0.128010E-02   0.802209E-03  -0.168334E-02
  7413   0.949404E-01   0.127934E-02   0.801775E-03  -0.168274E-02
  7414   0.947380E-01   0.127858E-02   0.801341E-03  -0.168212E-02
  7415   0.945466E-01   0.127781E-02   0.800905E-03  -0.168148E-02
  7416   0.943674E-01   0.127704E-02   0.800469E-03  -0.168080E-02
  7417   0.942017E-01   0.127627E-02   0.800031E-03  -0.168010E-02
  7418   0.940504E-01   0.127549E-02   0.799593E-03  -0.167935E-02
  7419   0.939146E-01   0.127471E-02   0.799153E-03  -0.167857E-02
  7420   0.937950E-01   0.127391E-02   0.798712E-03  -0.167775E-02
  7421   0.936923E-01   0.127312E-02   0.798270E-03  -0.167689E-02
  7422   0.936070E-01   0.127231E-02   0.797827E-03  -0.167599E-02
  7423   0.935394E-01   0.127151E-02   0.797383E-03  -0.167505E-02
  7424   0.934897E-01   0.127069E-02   0.796937E-03  -0.167406E-02
  7425   0.934578E-01   0.126987E-02   0.796490E-03  -0.167303E-02
  7426   0.934435E-01   0.126904E-02   0.796041E-03  -0.167196E-02
  7427   0.934466E-01   0.126821E-02   0.795592E-03  -0.167085E-02
  7428   0.934665E-01   0.126737E-02   0.795141E-03  -0.166970E-02
  7429   0.935025E-01   0.126652E-02   0.794689E-03  -0.166851E-02
  7430   0.935538E-01   0.126567E-02   0.794236E-03  -0.166728E-02
  7431   0.936195E-01   0.126482E-02   0.793782E-03  -0.166603E-02
  7432   0.936984E-01   0.126396E-02   0.793327E-03  -0.166474E-02
  7433   0.937894E-01   0.126309E-02   0.792871E-03  -0.166342E-02
  7434   0.938910E-01   0.126223E-02   0.792415E-03  -0.166208E-02
  7435   0.940018E-01   0.126136E-02   0.791958E-03  -0.166072E-02
  7436   0.941204E-01   0.126049E-02   0.791501E-03  -0.165934E-02
  7437   0.942450E-01   0.125962E-02   0.791043E-03  -0.165795E-02
  7438   0.943740E-01   0.125874E-02   0.790585E-03  -0.165655E-02
  7439   0.945057E-01   0.125787E-02   0.790127E-03  -0.165514E-02
  7440   0.946384E-01   0.125700E-02   0.789669E-03  -0.165374E-02
  7441   0.947702E-01   0.125612E-02   0.789211E-03  -0.165234E-02
